מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,סטאטוס סחירות,זירת מסחר,ענף מסחר,בעל עניין/צד קשור,מטבע פעילות,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,סכום לקבל (במטבע הפעילות),"שווי הוגן (באלפי ש""ח)",שיעור מערך נקוב מונפק,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 24,סוף מידע
1328,9757.0,"אנרג'יקס-אנרגיות מתחדשות בע""מ",513901371,ח.פ.,אנרג'יקס,IL0011233553,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אנרגיה מתחדשת,לא,ILS,93797.18,1.0,1428.0,,1339.424,1.701530780479e-06,0.00029,6.9e-05,,
1328,9757.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,לאומי,IL0006046119,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,7117383.13,1.0,6529.0,,464693.945,4.4035973071295e-05,0.100935,0.024284,,
1328,9757.0,"פלרם (1990) תעשיות בע""מ",520039843,ח.פ.,פלרם,IL0006440130,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"כימיה, גומי ופלסטיק",לא,ILS,116544.21,1.0,7673.0,,8942.438,4.5303014088712e-05,0.001942,0.000467,,
1328,9757.0,"בנק הפועלים בע""מ",520000118,ח.פ.,פועלים,IL0006625771,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,7567963.51,1.0,6732.0,,509475.304,5.6575193178715e-05,0.110662,0.026624,,
1328,9757.0,"החברה לישראל בע""מ",520028010,ח.פ.,חברה לישראל,IL0005760173,ISIN,מניות,ישראל,ישראל,סחיר,TASE,השקעה ואחזקות,לא,ILS,5090.6,1.0,103430.0,,5265.218,6.607057868279e-06,0.001143,0.000275,,
1328,9757.0,"וילאר אינטרנשיונל בע""מ",520038910,ח.פ.,וילאר,IL0004160169,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ILS,270897.94,1.0,19220.0,,52066.585,0.000152265524765847,0.011309,0.00272,,
1328,9757.0,"בנק דיסקונט לישראל בע""מ",520007030,ח.פ.,דיסקונט א,IL0006912120,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,7367623.74,1.0,3274.0,,241216.002,5.9479592620031e-05,0.052394,0.012605,,
1328,9757.0,"טבע תעשיות פרמצבטיות בע""מ",520013954,ח.פ.,טבע,IL0006290147,ISIN,מניות,ישראל,ישראל,סחיר,TASE,פארמה,לא,ILS,1007457.18,1.0,6440.0,,64880.243,8.037830063007e-06,0.014092,0.00339,,
1328,9757.0,Oddity Tech Ltd,254900QH12XZS53G0V57,LEI,Oddity Tech Ltd,IL0011974909,ISIN,מניות,ישראל,"ארה""ב",סחיר,NASDAQ,Personal Care Products,לא,USD,10800.14,3.306,6230.0,,2224.438,2.438984897707e-06,0.000483,0.000116,,
1328,9757.0,לפידות קפיטל,520022971,ח.פ.,לפידות קפיטל,IL0006420173,ISIN,מניות,ישראל,ישראל,סחיר,TASE,השקעה ואחזקות,לא,ILS,807199.1,1.0,8060.0,,65060.248,0.000125528534112316,0.014131,0.003399,,
1328,9757.0,"משולם לוינשטין הנדסה וקבלנות בע""מ",520033424,ח.פ.,לוינשטין הנדסה,IL0005730143,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,לא,ILS,10868.67,1.0,45270.0,,4920.247,1.4181904728475e-05,0.001068,0.000257,,
1328,9757.0,"אנלייט אנרגיה מתחדשת בע""מ",520041146,ח.פ.,אנלייט אנרגיה,IL0007200111,ISIN,מניות,ישראל,ישראל,חסום,TASE,אנרגיה מתחדשת,לא,ILS,633722.43,1.0,10024.0049,,63524.367,4.807408359926e-05,0.013798,0.003319,,
1328,9757.0,"דלק מערכות רכב בע""מ",520033291,ח.פ.,דלק רכב,IL0008290103,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מסחר,לא,ILS,1454134.21,1.0,2440.0,,35480.875,0.000149947907192132,0.007706,0.001854,,
1328,9757.0,"סנו-מפעלי ברונוס בע""מ",520032988,ח.פ.,סנו,IL0008130143,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"כימיה, גומי ופלסטיק",לא,ILS,41070.24,1.0,34350.0,,14107.63,3.3423046875e-05,0.003064,0.000737,,
1328,9757.0,"שופרסל בע""מ",520022732,ח.פ.,שופרסל,IL0007770378,ISIN,מניות,ישראל,ישראל,סחיר,TASE,רשתות שיווק,לא,ILS,3294210.08,1.0,3901.0,2223.48672,130730.622,0.000119552934363937,0.028395,0.006831,,
1328,9757.0,MongoDB Inc,549300TPTG69WKWE1Z37,LEI,MongoDB Inc,US60937P1066,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Software,לא,USD,48856.15,3.306,31038.0,,50132.091,6.005164184428e-06,0.010889,0.002619,,
1328,9757.0,Lyft Inc,549300H7I5VN334XVZ52,LEI,Lyft Inc,US55087P1049,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Interactive Media & Services,לא,USD,602152.05,3.306,2201.0,,43815.63,1.5132837145338e-05,0.009517,0.002289,,
1328,9757.0,WELLS FARGO & COMPANY,PBLD0EJDB5FWOLXP3B76,LEI,Wells Fargo & Co,US9497461015,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Banks,לא,USD,210447.86,3.306,8382.0,,58316.981,6.56943100465e-07,0.012666,0.003047,,
1328,9757.0,Honeywell International Inc,ISRPG12PN4EIEOEMW547,LEI,Honeywell International Inc,US4385161066,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,"Electronic Equipment, Instruments & Components",לא,USD,56184.57,3.306,21050.0,,39099.575,8.84940529887e-07,0.008492,0.002043,,
1328,9757.0,Zoom Video Communications Inc,549300T9GCHU0ODOM055,LEI,Zoom Video Communications Inc,US98980L1017,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Software,לא,USD,242003.07,3.306,8250.0,,66005.129,9.082371633405e-06,0.014336,0.003449,,
1328,9757.0,AppLovin Corp,549300LLVXMUAOL3SQ07,LEI,AppLovin Corp,US03831W1080,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Software,לא,USD,21015.35,3.306,71854.0,,49921.824,6.83123058403e-07,0.010843,0.002608,,
1328,9757.0,Shell PLC,21380068P1DRHMJ8KU70,LEI,Shell PLC,US7802593050,ISIN,מניות,"חו""ל",בריטניה,סחיר,NYSE,"Oil, Gas & Consumable Fuels",לא,USD,213745.65,3.306,7153.0,,50546.184,7.36091514693e-07,0.010979,0.002641,,
1328,9757.0,Uber Technologies Inc,549300B2FTG34FILDR98,LEI,Uber Technologies Inc,US90353T1007,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Wireless Telecommunication Services,לא,USD,296801.11,3.306,9797.0,,96130.562,1.423220734597e-06,0.02088,0.005023,,
1328,9757.0,Komatsu Ltd,5493004LQ0B4T7QPQV17,LEI,Komatsu Ltd,JP3304200003,ISIN,מניות,"חו""ל",גלובלי,סחיר,TSE,Machinery,לא,JPY,469629.74,0.022332,516000.0,,54116.901,4.938516212029e-06,0.011754,0.002828,,
1328,9757.0,Datadog Inc,549300F6JNO0KRPO1K63,LEI,Datadog Inc,US23804L1035,ISIN,מניות,"חו""ל",גלובלי,סחיר,NASDAQ,Software,לא,USD,90383.87,3.306,14240.0,,42550.416,2.795918989306e-06,0.009242,0.002223,,
1328,9757.0,LGI Homes Inc,549300W02B4WNV8CV109,LEI,LGI Homes Inc,US50187T1060,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Construction & Engineering,לא,USD,124949.35,3.306,5171.0,,21360.5,5.4192361547988e-05,0.004639,0.001116,,
1328,9757.0,KDDI Corp,5299003FU7V4I45FU310,LEI,KDDI Corp,JP3496400007,ISIN,מניות,"חו""ל",יפן,סחיר,TSE,Wireless Telecommunication Services,לא,JPY,475981.04,0.022332,236050.0,,25091.191,1.136576828442e-06,0.00545,0.001311,,
1328,9757.0,Analog Devices Inc,GYVOE5EZ4GDAVTU4CQ61,LEI,Analog Devices Inc,US0326541051,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Semiconductors & Semiconductor Equipment,לא,USD,48856.15,3.306,24570.0,,39685.079,9.93101131217e-07,0.008619,0.002073,,
1328,9757.0,Trimble Inc,549300E2MI7NSZFQWS19,LEI,Trimble Inc,US8962391004,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,"Electronic Equipment, Instruments & Components",לא,USD,153896.87,3.306,8165.0,,41542.137,6.467094867651e-06,0.009023,0.00217,,
1328,9757.0,Meta Platforms Inc,BQ4BKCS1HXDV9HN80Z93,LEI,Meta Platforms Inc,US30303M1027,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Software,לא,USD,28336.56,3.306,73438.0,,68797.226,1.30645690099e-07,0.014943,0.003595,,
1328,9757.0,Cisco Systems Inc,549300LKFJ962MZ46593,LEI,Cisco Systems Inc,US17275R1023,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,IT Services,לא,USD,415277.27,3.306,6842.0,,93934.275,1.050484645559e-06,0.020403,0.004908,,
1328,9757.0,Intercontinental Exchange Inc,5493000F4ZO33MV32P92,LEI,Intercontinental Exchange Inc,US45866F1049,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Financial Services,לא,USD,119697.56,3.306,16848.0,,66670.933,2.091067996893e-06,0.014481,0.003484,,
1328,9757.0,Expand Energy Corp,X2MT1W32SPAZ9WSKLE78,LEI,Expand Energy Corp,US1651677353,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,"Oil, Gas & Consumable Fuels",לא,USD,194203.19,3.306,10624.0,,68209.88,8.154806506563e-06,0.014815,0.003564,,
1328,9757.0,MercadoLibre Inc,549300DKPDN9M5S8GB14,LEI,MercadoLibre Inc,US58733R1023,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Interactive Media & Services,לא,USD,6351.29,3.306,233694.0,,49069.655,1.252784784222e-06,0.010658,0.002564,,
1328,9757.0,PENNANTPARK INVESTMENT C,529900BH3IP6381K4L72,LEI,PennantPark Floating Rate Capi,US70806A1060,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Financial Services,לא,USD,105536.0,3.306,889.0,13.78646,3147.317,1.0636790766052e-05,0.000683,0.000164,,
1328,9757.0,TSMC ARIZONA CORP,549300KB6NK5SBD14S87,LEI,Taiwan Semiconductor Manufactu,US8740391003,ISIN,מניות,"חו""ל",טייוואן,סחיר,NYSE,Semiconductors & Semiconductor Equipment,לא,USD,258937.59,3.306,27929.0,166.69298,239636.647,4.99248551249e-07,0.052051,0.012522,,
1328,9757.0,Oracle Corp,1Z4GXXU7ZHVWFCD8TV52,LEI,Oracle Corp,US68389X1054,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Software,לא,USD,127636.69,3.306,28124.0,,118673.973,4.47723520034e-07,0.025777,0.006201,,
1328,9757.0,Alphabet Inc,5493006MHB84DD0ZWV18,LEI,Alphabet Inc,US02079K3059,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Wireless Telecommunication Services,לא,USD,206417.23,3.306,24310.0,,165895.178,3.54851693312e-07,0.036033,0.008669,,
1328,9757.0,Mobilicom Ltd/Australia,529900YJD10VZ19HZ299,LEI,Mobilicom Ltd,AU000000MOB7,ISIN,מניות,"חו""ל",אוסטרליה,סחיר,ASX,Software,לא,AUD,3908492.02,2.1849,1.0,,85.397,2.6760115165144e-05,1.8e-05,4e-06,,
1328,9757.0,Rakuten Group Inc,529900IMXUCQKUL1H943,LEI,Rakuten Group Inc,JP3967200001,ISIN,מניות,"חו""ל",יפן,סחיר,TSE,Interactive Media & Services,לא,JPY,668840.69,0.022332,95990.0,,14337.595,3.087423231677e-06,0.003114,0.000749,,
1328,9757.0,London Stock Exchange Group PL,213800QAUUUP6I445N30,LEI,London Stock Exchange Group ,GB00B0SWJX34,ISIN,מניות,"חו""ל",גלובלי,סחיר,LSE,Capital Markets,לא,GBP,102597.91,4.4409,8516.0,,38801.202,1.967942533649e-06,0.008427,0.002027,,
1328,9757.0,Cooper Cos Inc,QJKMVPIGLH7530PCUE20,LEI,Cooper Cos Inc,US2166485019,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Health Care Equipment & Supplies,לא,USD,175882.14,3.306,6856.0,,39865.333,8.846793147677e-06,0.008659,0.002083,,
1328,9757.0,Entegris Inc,IYX6OWO7BT5DKO3BYG52,LEI,Entegris Inc,US29362U1043,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Semiconductors & Semiconductor Equipment,לא,USD,232066.71,3.306,9246.0,,70936.473,1.5307830474934e-05,0.015408,0.003707,,
1328,9757.0,Universal Music Group NV,724500GJBUL3D9TW9Y18,LEI,Universal Music Group NV,NL0015000IY2,ISIN,מניות,"חו""ל",הולנד,סחיר,EURONEXT,Entertainment,לא,EUR,483675.88,3.8807,2456.0,,46099.145,2.637043003187e-06,0.010013,0.002409,,
1328,9757.0,Tradeweb Markets Inc,5493000G5QHJUY9ZWQ91,LEI,Tradeweb Markets Inc,US8926721064,ISIN,מניות,"חו""ל",גלובלי,סחיר,NASDAQ,Capital Markets,לא,USD,25038.77,3.306,11098.0,,9186.724,2.150105444495e-06,0.001995,0.00048,,
1328,9757.0,NEC Corp,5493000QYMPFRTEY4K28,LEI,NEC Corp,JP3733000008,ISIN,מניות,"חו""ל",יפן,סחיר,TSE,IT Services,לא,JPY,303152.41,0.022332,473900.0,,32083.028,2.222118836101e-06,0.006968,0.001676,,
1328,9757.0,MICROSOFT CORP,INR2EJN1ERAN0W5ZP974,LEI,Microsoft Corp,US5949181045,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Software,לא,USD,64297.25,3.306,51795.0,,110098.942,8.6500485421e-08,0.023914,0.005753,,
1328,9757.0,Mowi ASA,549300W1OGQF5LZIH349,LEI,Mowi ASA,NO0003054108,ISIN,מניות,"חו""ל",נורבגיה,סחיר,אחר,Food Products,לא,NOK,121071.15,0.3311,21080.0,,8450.268,2.341298651434e-06,0.001835,0.000441,,
1328,9757.0,Amadeus IT Group SA,9598004A3FTY3TEHHN09,LEI,Amadeus IT Group SA,ES0109067019,ISIN,מניות,"חו""ל",ספרד,סחיר,BME,Leisure Products,לא,EUR,149011.25,3.8807,6750.0,,39033.089,3.307691741653e-06,0.008478,0.002039,,
1328,9757.0,Etoro Group Ltd,213800XPRPJK2X5QRG86,LEI,Etoro Group Ltd,VGG320891077,ISIN,מניות,"חו""ל",ישראל,סחיר,NASDAQ,Interactive Media & Services,לא,USD,39378.05,3.306,4127.0,,5372.688,8.339120676016e-06,0.001166,0.00028,,
1328,9757.0,Upstream Bio,70345,פנימי,Upstream Bio Inc,US91678A1079,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Biotechnology,לא,USD,173051.17,3.306,1881.0,,10761.336,3.2100354173677e-05,0.002337,0.000562,,
1328,9757.0,Haleon PLC,549300PSB3WWEODCUP19,LEI,Haleon PLC,US4055521003,ISIN,מניות,"חו""ל",בריטניה,סחיר,NYSE,Personal Care Products,לא,USD,952694.92,3.306,897.0,55.24645,28434.641,2.139351061431e-06,0.006176,0.001485,,
1328,9757.0,CRH PLC,549300MIDJNNTH068E74,LEI,CRH PLC,IE0001827041,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NYSE,Construction Materials,לא,USD,142904.23,3.306,11990.0,,56645.726,2.129510157645e-06,0.012303,0.00296,,
1328,9757.0,Kubota Corp,549300CSY4INHEHQQT13,LEI,Kubota Corp,JP3266400005,ISIN,מניות,"חו""ל",גלובלי,סחיר,TSE,Machinery,לא,JPY,904449.48,0.022332,186300.0,,37629.183,7.858649392805e-06,0.008173,0.001966,,
1328,9757.0,LVMH MOET HENNESSY LOUIS VUITT,IOG4E947OATN0KJYSD45,LEI,LVMH Moet Hennessy Louis Vuitt,FR0000121014,ISIN,מניה,"חו""ל",צרפת,סחיר,אחר,"Textiles, Apparel & Luxury Goods",לא,EUR,31756.49,3.8807,52050.0,,64145.088,6.34949855211e-07,0.013932,0.003352,,
1328,9757.0,Nutrien Ltd,5493002QQ7GD21OWF963,LEI,Nutrien Ltd,CA67077M1086,ISIN,מניות,"חו""ל",קנדה,סחיר,NYSE,Chemicals,לא,USD,258179.83,3.306,5871.0,105.531,50460.368,5.320998361497e-06,0.01096,0.002636,,
1328,9757.0,Amazon.com Inc,ZXTILKJKG63JELOEG630,LEI,Amazon.com Inc,US0231351067,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Software,לא,USD,280434.3,3.306,21957.0,,203566.817,2.62950409201e-07,0.044216,0.010638,,
1328,9757.0,PALO ALTO NETWORKS INC,549300QXR2YVZV231H43,LEI,Palo Alto Networks Inc,US6974351057,ISIN,מניות,"חו""ל","ארה""ב",סחיר,NASDAQ,Software,לא,USD,69458.54,3.306,20362.0,,46757.25,1.038399461802e-06,0.010156,0.002443,,
1328,9757.0,Mitsui Fudosan Co Ltd,353800ND4ZKNZDYKMF33,LEI,Mitsui Fudosan Co Ltd,JP3893200000,ISIN,מניות,"חו""ל",יפן,סחיר,TSE,Real Estate Management & Development,לא,JPY,792080.33,0.022332,161300.0,,28531.934,2.846967361241e-06,0.006197,0.001491,,
1328,9758.0,"טלסיס בע""מ",520038100,ח.פ.,טלסיס,IL0003540197,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אלקטרוניקה ואופטיקה,לא,ILS,2709.14,1.0,19120.0,,517.989,2.895708160194e-06,0.000467,0.0001,,
1328,9758.0,"איי.סי.אל גרופ בע""מ- דואלית",520027830,ח.פ.,איי.סי.אל,IL0002810146,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"כימיה, גומי ופלסטיק",לא,ILS,345175.88,1.0,2070.0,,7145.141,2.624378309419e-06,0.006442,0.001384,,
1328,9758.0,"אטראו שוקי הון בע""מ",513773564,ח.פ.,אטראו שוקי הון,IL0010961063,ISIN,מניות,ישראל,ישראל,סחיר,TASE,שירותים פיננסיים,לא,ILS,7122.22,1.0,7959.0,,566.858,4.788219917586e-06,0.000511,0.000109,,
1328,9758.0,"אימאג'סט אינטרנשיונל(אי.אס.איי)בע""מ",512737560,ח.פ.,אימאג'סט,IL0011838138,ISIN,מניות,ישראל,ישראל,סחיר,TASE,ביטחוניות,לא,ILS,352137.71,1.0,1436.0,,5056.698,5.7228273388653e-05,0.004559,0.000979,,
1328,9758.0,"הולמס פלייס אינטרנשיונל בע""מ",512466723,ח.פ.,הולמס פלייס,IL0011425878,ISIN,מניות,ישראל,ישראל,סחיר,TASE,שירותים,לא,ILS,155317.24,1.0,745.1,,1157.269,1.5305733920322e-05,0.001043,0.000224,,
1328,9758.0,"אלביט מערכות בע""מ- דואלית",520043027,ח.פ.,אלביט מערכות,IL0010811243,ISIN,מניות,ישראל,ישראל,סחיר,TASE,ביטחוניות,לא,ILS,17513.37,1.0,167700.0,,29369.928,3.776930847977e-06,0.026483,0.005691,,
1328,9758.0,"קיסטון אינפרא בע""מ",515983476,ח.פ.,קיסטון אינפרא,IL0011759342,ISIN,מניות,ישראל,ישראל,סחיר,TASE,השקעה ואחזקות,לא,ILS,1074325.29,1.0,952.3,,10230.8,5.7303888166907e-05,0.009225,0.001982,,
1328,9758.0,"דורסל החזקות בע""מ",516597549,ח.פ.,דורסל החז,IL0011906281,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ILS,2439.54,1.0,2024.0,,49.376,1.081669760352e-06,4.4e-05,9e-06,,
1328,9758.0,"אי.בי.אי. בית השקעות בע""מ",520034356,ח.פ.,איביאי בית השק,IL0001750186,ISIN,מניות,ישראל,ישראל,סחיר,TASE,שירותים פיננסיים,לא,ILS,11047.77,1.0,22380.0,,2472.492,7.038405597203e-06,0.002229,0.000479,,
1328,9758.0,"אנרג'יקס-אנרגיות מתחדשות בע""מ",513901371,ח.פ.,אנרג'יקס,IL0011233553,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אנרגיה מתחדשת,לא,ILS,21043.88,1.0,1428.0,,300.507,3.81747186436e-07,0.00027,5.8e-05,,
1328,9758.0,"יעקב פיננסים והשקעות בע""מ",514288661,ח.פ.,יעקב פיננסים,IL0011850570,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אשראי חוץ בנקאי,לא,ILS,146013.49,1.0,3555.0,,5190.78,5.9393233766928e-05,0.00468,0.001005,,
1328,9758.0,"נובה מכשירי מדידה בע""מ",511812463,ח.פ.,נובה,IL0010845571,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מוליכים למחצה,לא,ILS,11668.57,1.0,104950.0,,12246.167,3.961975719178e-06,0.011042,0.002373,,
1328,9758.0,"פז קמעונאות ואנרגיה בע""מ",510216054,ח.פ.,פז אנרגיה,IL0011000077,ISIN,מניות,ישראל,ישראל,סחיר,TASE,אנרגיה,לא,ILS,11016.12,1.0,67880.0,110.48681,7588.23,7.96831054199e-06,0.006842,0.00147,,
1328,9758.0,"קבוצת אחים יעקובי (ואי.אס.בי) בע""מ",514010081,ח.פ.,יעקובי קבוצה,IL0011424210,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנייה,לא,ILS,258462.27,1.0,60.8,,157.145,1.4350870482365e-05,0.000141,3e-05,,
1328,9758.0,"פוקס-ויזל בע""מ",512157603,ח.פ.,פוקס,IL0010870223,ISIN,מניות,ישראל,ישראל,סחיר,TASE,רשתות שיווק,לא,ILS,24286.12,1.0,35060.0,,8514.714,1.7515326917136e-05,0.007677,0.001649,,
1328,9758.0,"ריט 1 בע""מ",513821488,ח.פ.,ריט 1,IL0010989205,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ILS,216011.49,1.0,2450.0,,5292.282,1.0779650659088e-05,0.004772,0.001025,,
1328,9758.0,"גולן תעשיות מתחדשות בע""מ",513029975,ח.פ.,גולן תעשיות,IL0010919335,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"כימיה, גומי ופלסטיק",לא,ILS,79388.28,1.0,1061.0,,842.31,2.3191357706238e-05,0.000759,0.000163,,
1328,9758.0,"כרמל קורפ בע""מ",515818524,ח.פ.,כרמל קורפ,IL0011476855,ISIN,מניות,ישראל,ישראל,סחיר,TASE,מזון,לא,ILS,39732.66,1.0,1977.0,,785.515,1.9837372395645e-05,0.000708,0.000152,,
1328,9758.0,"נאוויטס פטרוליום, שותפות מוגבלת",550263107,ח.פ.,נאוויטס פטר יהש,IL0011419699,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,26375.2,1.0,11190.0,,2951.386,2.257423670815e-06,0.002661,0.000571,,
1328,9758.0,"בנק הפועלים בע""מ",520000118,ח.פ.,פועלים,IL0006625771,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,1697911.52,1.0,6732.0,,114303.404,1.2692935439955e-05,0.103069,0.022149,,
1328,9758.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,לאומי,IL0006046119,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,1596821.5,1.0,6529.0,,104256.476,9.879696974197e-06,0.09401,0.020202,,
1328,9758.0,"פלרם (1990) תעשיות בע""מ",520039843,ח.פ.,פלרם,IL0006440130,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"כימיה, גומי ופלסטיק",לא,ILS,26147.29,1.0,7673.0,,2006.282,1.0163963076772e-05,0.001809,0.000388,,
1328,9758.0,"החברה לישראל בע""מ",520028010,ח.פ.,חברה לישראל,IL0005760173,ISIN,מניות,ישראל,ישראל,סחיר,TASE,השקעה ואחזקות,לא,ILS,1142.1,1.0,103430.0,,1181.279,1.482324439429e-06,0.001065,0.000228,,
1328,9758.0,"וילאר אינטרנשיונל בע""מ",520038910,ח.פ.,וילאר,IL0004160169,ISIN,מניות,ישראל,ישראל,סחיר,TASE,"נדל""ן מניב בישראל",לא,ILS,60777.34,1.0,19220.0,,11681.406,3.416155017263e-05,0.010533,0.002263,,
1328,9758.0,"בנק דיסקונט לישראל בע""מ",520007030,ח.פ.,דיסקונט א,IL0006912120,ISIN,מניות,ישראל,ישראל,סחיר,TASE,בנקים,לא,ILS,1652964.26,1.0,3274.0,,54118.05,1.3344552364487e-05,0.048799,0.010486,,
1328,9758.0,"טבע תעשיות פרמצבטיות בע""מ",520013954,ח.פ.,טבע,IL0006290147,ISIN,מניות,ישראל,ישראל,סחיר,TASE,פארמה,לא,ILS,226028.19,1.0,6440.0,,14556.216,1.803328435923e-06,0.013125,0.00282,,
