מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,שם מנפיק,מספר מנפיק,סוג מספר מזהה מנפיק,שם נייר ערך,מספר נייר ערך,סוג מספר נייר ערך,מאפיין עיקרי,"ישראל/חו""ל",מדינה לפי חשיפה כלכלית,סטאטוס סחירות,זירת מסחר,ענף מסחר,בעל עניין/צד קשור,דירוג,שם מדרג,דירוג נייר הערך/המנפיק,מטבע פעילות,"מח""מ",מועד פדיון,שיעור ריבית,תשואה לפדיון,נחיתות חוזית,האם סווג כחוב בעייתי,ערך נקוב (יחידות),שער חליפין,שער נייר הערך,סכום לקבל (במטבע הפעילות),"שווי הוגן (באלפי ש""ח)","עלות מופחתת (באלפי ש""ח)",עלות מופחתת (במטבע הפעילות),השיטה שיושמה בדוח הכספי,שיעור מערך נקוב מונפק,שיעור מנכסי אפיק ההשקעה,שיעור מסך נכסי ההשקעה,Unnamed: 36,סוף מידע
1329,8580.0,"מזרחי טפחות חברה להנפקות בע""מ",520032046,ח.פ.,מזרחי הנפקות 49,IL0023102820,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,0.73,2026-06-23,0.0038,0.0322,החוב לא נחות,,377.64,1.0,114.65,0.0,0.43296426,,,שווי הוגן,1.2588e-09,0.027593,0.001716,,
1329,8580.0,"מזרחי טפחות חברה להנפקות בע""מ",520032046,ח.פ.,מז טפ הנ אגח 70,IL0012138835,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,5.09,2036-11-28,0.0268,0.0259,החוב לא נחות,,968.94,1.0,105.34,0.0,1.020681396,,,שווי הוגן,3.4605e-09,0.065049,0.004047,,
1329,8580.0,"מזרחי טפחות חברה להנפקות בע""מ",520032046,ח.פ.,מז טפ הנ אגח 68,IL0012021429,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,3.95,2033-12-25,0.0199,0.0253,החוב לא נחות,,1099.81,1.0,105.83,0.0,1.1639289229999998,,,שווי הוגן,4.525967078e-09,0.074178,0.004615,,
1329,8580.0,"דיסקונט מנפיקים בע""מ",520029935,ח.פ.,דיסק מנ אגח  טז,IL0012031576,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,4.65,2035-03-20,0.0211,0.0258,החוב לא נחות,,1107.49,1.0,105.47,0.0,1.168069703,,,שווי הוגן,4.256909756e-09,0.074442,0.004631,,
1329,8580.0,"הבינלאומי הראשון הנפקות בע""מ",513141879,ח.פ.,בינל הנפק אגח יג,IL0012284696,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,Aaa,מידרוג Moodys,נייר ערך,ILS,2.86,2028-09-04,0.0252,0.0254,החוב נחות,,205.53,1.0,100.78,0.0,0.207133134,,,שווי הוגן,1.209e-09,0.013201,0.000821,,
1329,8580.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,לאומי אגח 186,IL0012018391,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,4.14,2033-11-30,0.0202,0.0253,החוב לא נחות,,1181.49,1.0,105.02,0.0,1.240800798,,,שווי הוגן,3.311336047e-09,0.079077,0.00492,,
1329,8580.0,שמוס אינטרנשיונל לימיטד,633896,ח.פ.,שמוס אגח א,IL0011559510,ISIN,"צמוד למט""ח",ישראל,בריטניה,סחיר,TASE,"נדל""ן מניב בחו""ל",לא,Aa3,מידרוג Moodys,נייר ערך,ILS,2.28,2028-07-10,0.043,0.0712,החוב נחות,,1326.13,1.0,88.55,0.0,1.174288115,,,שווי הוגן,1.2844792759e-08,0.074838,0.004656,,
1329,8580.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,לאומי אגח 185,IL0012018219,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,2.11,2029-08-31,0.0186,0.0257,החוב לא נחות,,977.67,1.0,105.1,0.0,1.0275311699999998,,,שווי הוגן,3.827375488e-09,0.065485,0.004074,,
1329,8580.0,"בנק הפועלים בע""מ",520000118,ח.פ.,פועלים אגח 201,IL0011913451,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,3.47,2032-11-29,0.0139,0.0251,החוב לא נחות,,551.97,1.0,107.22,0.0,0.591822234,,,שווי הוגן,3.4498125e-09,0.037717,0.002346,,
1329,8580.0,"תמר פטרוליום בע""מ",515334662,ח.פ.,תמר פטרו  אגח א,IL0011413320,ISIN,"צמוד למט""ח",ישראל,ישראל,סחיר,TASE,חיפושי נפט וגז,לא,A1,מידרוג Moodys,נייר ערך,ILS,2.36,2028-08-30,0.0469,0.0597,החוב נחות,,352.67,1.0,91.73,0.0,0.32350419100000005,,,שווי הוגן,2.864929438e-09,0.020617,0.001282,,
1329,8580.0,"ירושלים מימון והנפקות (2005) בע""מ",513682146,ח.פ.,ירושלים הנפקות אגח טו,IL0011617698,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AA-,S&P מעלות,נייר ערך,ILS,0.74,2026-12-31,0.002,0.039,החוב לא נחות,,48.6,1.0,114.5,0.0,0.055646999999999995,,,שווי הוגן,1.743099693e-09,0.003546,0.00022,,
1329,8580.0,"תמר פטרוליום בע""מ",515334662,ח.פ.,תמר פטרו אגח ב,IL0011435935,ISIN,"צמוד למט""ח",ישראל,ישראל,סחיר,TASE,חיפושי נפט וגז,לא,A1,מידרוג Moodys,נייר ערך,ILS,2.51,2028-08-30,0.0469,0.061,החוב נחות,,179.21,1.0,92.95,0.0,0.16657569500000002,,,שווי הוגן,1.696843384e-09,0.010616,0.00066,,
1329,8580.0,"בנק הפועלים בע""מ",520000118,ח.פ.,פועלים אגח 202,IL0011998502,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,1.56,2028-04-30,0.006,0.0268,החוב לא נחות,,191.16,1.0,116.21,0.0,0.22214703599999996,,,שווי הוגן,2.864921126e-09,0.014158,0.00088,,
1329,8580.0,דה זראסאי גרופ לטד,1744984,ח.פ.,דה זראסאי אגח ה',IL0011695561,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,"ארה""ב",סחיר,TASE,"נדל""ן מניב בחו""ל",לא,NR,NR,NR,ILS,0.16,2025-11-30,0.0695,1.6908,החוב לא נחות,,121.57,1.0,86.46,0.0,0.105109422,,,שווי הוגן,4.391979768e-09,0.006698,0.000416,,
1329,8580.0,"בנק הפועלים בע""מ",520000118,ח.פ.,פועלים אגח 2-רמ,IL0012275454,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE-UP,בנקים,לא,AAA,מידרוג Moodys,נייר ערך,ILS,2.87,2028-11-07,0.0225,0.0646,החוב לא נחות,,411.15,1.0,99.52,0.0,0.4091764799999999,,,שווי הוגן,2.966497303e-09,0.026077,0.001622,,
1329,8580.0,BLUE OWL CAPITAL CORP,2549000BD79OOCPF2L94,LEI,OBDC 4.25 01/15/26,US69121KAD63,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Financial Services,לא,Baa3,Moodys,נייר ערך,USD,0.27,2026-01-15,0.0425,0.0457,החוב לא נחות,,45.05,3.306,100.7974,0.0,0.15012291008219997,,,שווי הוגן,9.01e-10,0.009568,0.000595,,
1329,8580.0,GRAND CITY PROP FINANCE,OML71K8X303XQONU6T67,LEI,GYCGR 6 1/8 PERP,XS2799494633,ISIN,"צמוד למט""ח","חו""ל",גרמניה,סחיר,אחר,Real Estate Management & Development,לא,BB+,S&P,נייר ערך,EUR,3.61,2030-04-16,0.06125,0.05,החוב נחות,,117.83,3.8807,107.0823,0.0,0.48964761002106305,,,שווי הוגן,2.729359551e-09,0.031205,0.001941,,
1329,8580.0,GOLDMAN SACHS BDC INC,6D01AGSGBNZIJSN77043,LEI,GSBD 5.65 09/09/30,US38147UAF49,ISIN,"צמוד למט""ח","חו""ל",גלובלי,סחיר,אחר,Financial Services,לא,Baa3,Moodys,נייר ערך,USD,4.17,2030-09-09,0.0565,0.0544,החוב לא נחות,,86.63,3.306,101.0179,0.0,0.28931403318162,,,שווי הוגן,2.16575e-09,0.01844,0.001147,,
1329,8580.0,BLUE OWL CREDIT INCOME,5493003I42XBWPE05N35,LEI,OCINCC 7.95 06/13/28,US69120VBB62,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",חסום,אחר,Financial Services,לא,Baa3,Moodys,נייר ערך,USD,2.29,2028-06-13,0.0795,0.0494,החוב לא נחות,,128.22,3.306,109.7128,0.0,0.46506742464096,,,שווי הוגן,1.972615384e-09,0.02964,0.001844,,
1329,8580.0,APOLLO DEBT SOLUTIONS BD,549300UMUGX092P8DW87,LEI,APODS 6.7 07/29/31,US03770DAD57,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Financial Services,לא,BBB-,S&P,נייר ערך,USD,4.64,2031-07-29,0.067,0.0537,החוב לא נחות,,51.98,3.306,107.107,0.0,0.18405896669160002,,,שווי הוגן,5.22671557e-10,0.011731,0.000729,,
1329,8580.0,SABRA HEALTH/CAPTL CORP,549300OVKLRFSIQG0H81,LEI,SBRA 3.9 10/15/29,US78572XAG60,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Health Care Equipment & Supplies,לא,Baa3,Moodys,נייר ערך,USD,3.6,2029-10-15,0.039,0.0469,החוב לא נחות,,81.23,3.306,98.8035,0.0,0.2653332225633,,,שווי הוגן,2.320857142e-09,0.016911,0.001052,,
1329,8580.0,BLACKSTONE SECURED LEND,549300KM7KWQHVBNH962,LEI,BXSL 3.625 01/15/26,US09261LAC28,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Financial Services,לא,BBB-,S&P,נייר ערך,USD,0.27,2026-01-15,0.03625,0.0439,החוב לא נחות,,93.57,3.306,100.5095,0.0,0.3109185196299,,,שווי הוגן,1.173041483e-09,0.019815,0.001232,,
1329,8580.0,BLUE OWL CREDIT INCOME,5493003I42XBWPE05N35,LEI,OCINCC 7.95 06/13/28,US69120VBB62,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Financial Services,לא,Baa3,Moodys,נייר ערך,USD,2.29,2028-06-13,0.0795,0.0494,החוב לא נחות,,24.25,3.306,109.6177,0.0,0.08788105817850002,,,שווי הוגן,3.73076923e-10,0.005602,0.000348,,
1329,8580.0,STANLEY BLACK & DECKER I,549300DJ09SMTO561131,LEI,SWK 6.707 03/15/60,US854502AM31,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Machinery,לא,Ba1,Moodys,נייר ערך,USD,3.77,2030-03-15,0.06707,0.0655,החוב נחות,,12.83,3.306,100.3108,0.0,0.042547808865839996,,,שווי הוגן,1.71066666e-10,0.002712,0.000168,,
1329,8580.0,PETROLEOS MEXICANOS,549300CAZKPF4HKMPX17,LEI,PEMEX 6.84 01/23/30,US71654QDC33,ISIN,"צמוד למט""ח","חו""ל",מקסיקו,סחיר,אחר,"Oil, Gas & Consumable Fuels",לא,B1,Moodys,נייר ערך,USD,3.45,2030-01-23,0.0684,0.0626,החוב לא נחות,,16.58,3.306,102.9423,0.0,0.056426257022039995,,,שווי הוגן,7.0687407e-11,0.003598,0.000223,,
1329,8580.0,PETROLEOS MEXICANOS,549300CAZKPF4HKMPX17,LEI,PEMEX 5.95 01/28/31,US71654QDE98,ISIN,"צמוד למט""ח","חו""ל",מקסיקו,סחיר,אחר,"Oil, Gas & Consumable Fuels",לא,B1,Moodys,נייר ערך,USD,4.42,2031-01-28,0.0595,0.066,החוב לא נחות,,12.3,3.306,97.584,0.0,0.03968136259200001,,,שווי הוגן,3.2562243e-11,0.00253,0.000157,,
1329,8580.0,FS KKR CAPITAL CORP,549300TYRSI1T21B1360,LEI,FSK 6 ⅛ 01/15/31,US302635AQ03,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Financial Services,לא,Baa3,Moodys,נייר ערך,USD,4.43,2031-01-15,0.06125,0.0626,החוב לא נחות,,86.63,3.306,99.0038,0.0,0.28354567535364,,,שווי הוגן,2.16575e-09,0.018072,0.001124,,
1329,8580.0,CITIGROUP INC,6SHGI4ZSSLCXXQSBB395,LEI,C Float 08/25/36,US172967DS78,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Banks,לא,Baa2,Moodys,נייר ערך,USD,0.12,2025-11-25,0.05007,0.0577,החוב נחות,,23.88,3.306,92.4384,0.0,0.07297760247552,,,שווי הוגן,4.54857142e-10,0.004651,0.000289,,
1329,8580.0,GRAND CITY PROPERTIES SA,5299002QLUYKK2WBMB18,LEI,GYCGR 1 1/2 PERP,XS2271225281,ISIN,"צמוד למט""ח","חו""ל",גרמניה,סחיר,אחר,Real Estate Management & Development,לא,BB+,S&P,נייר ערך,EUR,0.4,2026-03-09,0.015,0.0657,החוב נחות,,55.44,3.8807,98.4376,0.0,0.21178456677100801,,,שווי הוגן,7.92e-10,0.013499,0.000839,,
1329,8580.0,PETROLEOS MEXICANOS,549300CAZKPF4HKMPX17,LEI,PEMEX 5.95 01/28/31,US71654QDE98,ISIN,"צמוד למט""ח","חו""ל",מקסיקו,חסום,אחר,"Oil, Gas & Consumable Fuels",לא,B1,Moodys,נייר ערך,USD,4.42,2031-01-28,0.0595,0.066,החוב לא נחות,,88.27,3.306,86.6892,0.0,0.25297696091304,,,שווי הוגן,2.33680425e-10,0.016123,0.001003,,
1329,8580.0,PETROLEOS MEXICANOS,549300CAZKPF4HKMPX17,LEI,PEMEX 4.5 01/23/26,US71654QBW15,ISIN,"צמוד למט""ח","חו""ל",מקסיקו,סחיר,אחר,"Oil, Gas & Consumable Fuels",לא,B1,Moodys,נייר ערך,USD,0.07,2026-01-23,0.045,0.0891,החוב לא נחות,,145.82,3.306,100.2854,0.0,0.48345677894567995,,,שווי הוגן,3.386563365e-09,0.030812,0.001917,,
1329,8580.0,EMPRESA ELECTRICA COCHRA,5493000S11JF8TJHYT07,LEI,AES 5 1/2 05/14/27,USP3713CAB48,ISIN,"צמוד למט""ח","חו""ל",צילה,סחיר,אחר,Electric Utilities,לא,Ba1,Moodys,נייר ערך,USD,0.78,2027-05-14,0.055,0.0629,החוב לא נחות,,59.6,3.306,101.5777,0.0,0.20014626221519996,,,שווי הוגן,4.466795074e-09,0.012756,0.000793,,
1329,8580.0,PETROLEOS MEXICANOS,549300CAZKPF4HKMPX17,LEI,PEMEX 4.75 02/26/29,XS1824424706,ISIN,"צמוד למט""ח","חו""ל",מקסיקו,סחיר,אחר,"Oil, Gas & Consumable Fuels",לא,B1,Moodys,נייר ערך,EUR,2.99,2029-02-26,0.0475,0.0443,החוב לא נחות,,107.25,3.8807,103.4274,0.0,0.43047008774055007,,,שווי הוגן,8.58e-10,0.027436,0.001707,,
1329,8580.0,PETROLEOS MEXICANOS,549300CAZKPF4HKMPX17,LEI,PEMEX 6.84 01/23/30,US71654QDC33,ISIN,"צמוד למט""ח","חו""ל",מקסיקו,חסום,אחר,"Oil, Gas & Consumable Fuels",לא,B1,Moodys,נייר ערך,USD,3.45,2030-01-23,0.0684,0.0626,החוב לא נחות,,136.21,3.306,101.655,0.0,0.457762894803,,,שווי הוגן,5.80719647e-10,0.029173,0.001815,,
1329,9761.0,"צור שמיר אחזקות בע""מ",520025586,ח.פ.,צור אגח י,IL0073001716,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,השקעה ואחזקות,לא,NR,NR,NR,ILS,2.18,2028-06-30,0.037,0.0387,החוב לא נחות,,208256.03,1.0,119.38,0.0,248.616048614,,,שווי הוגן,4.728365321113e-06,0.012918,0.000528,,
1329,9761.0,"חברת השקעות דיסקונט בע""מ",520023896,ח.פ.,דיסק השק אגח ו,IL0063902071,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,השקעה ואחזקות,לא,BBB,S&P מעלות,נייר ערך,ILS,0.25,2025-12-31,0.0495,0.0635,החוב לא נחות,,76704.14,1.0,148.12,0.0,113.61417216800001,,,שווי הוגן,4.181100291403e-06,0.005903,0.000241,,
1329,9761.0,"מזרחי טפחות חברה להנפקות בע""מ",520032046,ח.פ.,מזרחי טפ הנפ אגח61,IL0023104644,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,Aaa,מידרוג Moodys,נייר ערך,ILS,1.17,2026-12-04,0.005,0.029,החוב לא נחות,,296561.88,1.0,114.73,0.0,340.24544492399997,,,שווי הוגן,3.885564351407e-06,0.017679,0.000723,,
1329,9761.0,"חברת החשמל לישראל בע""מ",520000472,ח.פ.,חשמל אגח 29,IL0060002362,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,אנרגיה,לא,Aaa,מידרוג Moodys,נייר ערך,ILS,0.41,2026-03-01,0.045,0.0528,החוב לא נחות,,95250.25,1.0,120.41,0.0,114.69082602499999,,,שווי הוגן,6.44539948239e-07,0.005959,0.000243,,
1329,9761.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,לאומי אגח 179,IL0060403727,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,0.75,2026-06-30,0.0083,0.0321,החוב לא נחות,,119259.55,1.0,116.83,0.0,139.330932265,,,שווי הוגן,7.84113263569e-07,0.007239,0.000296,,
1329,9761.0,"דיסקונט מנפיקים בע""מ",520029935,ח.פ.,דיסק מנ אגח  טז,IL0012031576,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,4.65,2035-03-20,0.0211,0.0258,החוב לא נחות,,1575106.98,1.0,105.47,0.0,1661.265331806,,,שווי הוגן,6.054310441023e-06,0.086323,0.003532,,
1329,9761.0,"מזרחי טפחות חברה להנפקות בע""מ",520032046,ח.פ.,מז טפ הנ אגח 68,IL0012021429,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,3.95,2033-12-25,0.0199,0.0253,החוב לא נחות,,1564187.19,1.0,105.83,0.0,1655.379303177,,,שווי הוגן,6.436984320987e-06,0.086017,0.003519,,
1329,9761.0,"מזרחי טפחות חברה להנפקות בע""מ",520032046,ח.פ.,מז טפ הנ אגח 70,IL0012138835,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,5.09,2036-11-28,0.0268,0.0259,החוב לא נחות,,1378054.87,1.0,105.34,0.0,1451.6430000579999,,,שווי הוגן,4.921624535714e-06,0.07543,0.003086,,
1329,9761.0,"מזרחי טפחות חברה להנפקות בע""מ",520032046,ח.פ.,מזרחי הנפקות 49,IL0023102820,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,0.73,2026-06-23,0.0038,0.0322,החוב לא נחות,,537091.49,1.0,114.65,0.0,615.775393285,,,שווי הוגן,1.790304966666e-06,0.031997,0.001309,,
1329,9761.0,"בנק הפועלים בע""מ",520000118,ח.פ.,פועליםאגח 204,IL0012274531,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,Aaa,מידרוג Moodys,נייר ערך,ILS,4.99,2035-08-21,0.0261,0.0257,החוב לא נחות,,24852.25,1.0,101.11,0.0,25.128109975,,,שווי הוגן,7.2682189123e-08,0.001305,5.3e-05,,
1329,9761.0,"מזרחי טפחות חברה להנפקות בע""מ",520032046,ח.פ.,מזרחי הנפקות 46,IL0023102259,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,1.98,2027-09-28,0.0122,0.0258,החוב לא נחות,,1117303.16,1.0,116.7,0.0,1303.89278772,,,שווי הוגן,3.70506272027e-06,0.067753,0.002772,,
1329,9761.0,דה זראסאי גרופ לטד,1744984,ח.פ.,דה זראסאי אגח ה',IL0011695561,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,"ארה""ב",סחיר,TASE,"נדל""ן מניב בחו""ל",לא,NR,NR,NR,ILS,0.16,2025-11-30,0.0695,1.6908,החוב לא נחות,,172902.41,1.0,86.46,0.0,149.491423686,,,שווי הוגן,6.24647434971e-06,0.007767,0.000317,,
1329,9761.0,"בנק הפועלים בע""מ",520000118,ח.פ.,פועלים אגח 2-רמ,IL0012275454,ISIN,לא צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE-UP,בנקים,לא,AAA,מידרוג Moodys,נייר ערך,ILS,2.87,2028-11-07,0.0225,0.0646,החוב לא נחות,,584759.05,1.0,99.52,0.0,581.95220656,,,שווי הוגן,4.219107734754e-06,0.030239,0.001237,,
1329,9761.0,"בנק הפועלים בע""מ",520000118,ח.פ.,פועלים אגח 202,IL0011998502,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,1.56,2028-04-30,0.006,0.0268,החוב לא נחות,,271880.99,1.0,116.21,0.0,315.95289847899994,,,שווי הוגן,4.074689225147e-06,0.016417,0.000671,,
1329,9761.0,"ירושלים מימון והנפקות (2005) בע""מ",513682146,ח.פ.,ירושלים הנפקות אגח טו,IL0011617698,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AA-,S&P מעלות,נייר ערך,ILS,0.74,2026-12-31,0.002,0.039,החוב לא נחות,,69127.93,1.0,114.5,0.0,79.15147984999999,,,שווי הוגן,2.47935953869e-06,0.004112,0.000168,,
1329,9761.0,"תמר פטרוליום בע""מ",515334662,ח.פ.,תמר פטרו אגח ב,IL0011435935,ISIN,"צמוד למט""ח",ישראל,ישראל,סחיר,TASE,חיפושי נפט וגז,לא,A1,מידרוג Moodys,נייר ערך,ILS,2.51,2028-08-30,0.0469,0.061,החוב נחות,,254881.44,1.0,92.95,0.0,236.91229848,,,שווי הוגן,2.413335669885e-06,0.01231,0.000503,,
1329,9761.0,"תמר פטרוליום בע""מ",515334662,ח.פ.,תמר פטרו  אגח א,IL0011413320,ISIN,"צמוד למט""ח",ישראל,ישראל,סחיר,TASE,חיפושי נפט וגז,לא,A1,מידרוג Moodys,נייר ערך,ILS,2.36,2028-08-30,0.0469,0.0597,החוב נחות,,501579.32,1.0,91.73,0.0,460.09871023600004,,,שווי הוגן,4.074600504245e-06,0.023907,0.000978,,
1329,9761.0,"בנק הפועלים בע""מ",520000118,ח.פ.,פועלים אגח 201,IL0011913451,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,3.47,2032-11-29,0.0139,0.0251,החוב לא נחות,,785032.02,1.0,107.22,0.0,841.711331844,,,שווי הוגן,4.906450125e-06,0.043737,0.001789,,
1329,9761.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,לאומי אגח 186,IL0012018391,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,4.14,2033-11-30,0.0202,0.0253,החוב לא נחות,,1680343.49,1.0,105.02,0.0,1764.696733198,,,שווי הוגן,4.709461756897e-06,0.091697,0.003752,,
1329,9761.0,שמוס אינטרנשיונל לימיטד,633896,ח.פ.,שמוס אגח א,IL0011559510,ISIN,"צמוד למט""ח",ישראל,בריטניה,סחיר,TASE,"נדל""ן מניב בחו""ל",לא,Aa3,מידרוג Moodys,נייר ערך,ILS,2.28,2028-07-10,0.043,0.0712,החוב נחות,,1886051.61,1.0,88.55,0.0,1670.098700655,,,שווי הוגן,1.8268150229107e-05,0.086782,0.003551,,
1329,9761.0,"בנק לאומי לישראל בע""מ",520018078,ח.פ.,לאומי אגח 185,IL0012018219,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,AAA,S&P מעלות,נייר ערך,ILS,2.11,2029-08-31,0.0186,0.0257,החוב לא נחות,,1390468.16,1.0,105.1,0.0,1461.3820361599999,,,שווי הוגן,5.443394757998e-06,0.075936,0.003107,,
1329,9761.0,"הבינלאומי הראשון הנפקות בע""מ",513141879,ח.פ.,בינל הנפק אגח יג,IL0012284696,ISIN,צמוד למדד המחירים לצרכן,ישראל,ישראל,סחיר,TASE,בנקים,לא,Aaa,מידרוג Moodys,נייר ערך,ILS,2.86,2028-09-04,0.0252,0.0254,החוב נחות,,292321.05,1.0,100.78,0.0,294.60115419,,,שווי הוגן,1.719535588235e-06,0.015308,0.000626,,
1329,9761.0,GRAND CITY PROP FINANCE,OML71K8X303XQONU6T67,LEI,GYCGR 6 1/8 PERP,XS2799494633,ISIN,"צמוד למט""ח","חו""ל",גרמניה,סחיר,אחר,Real Estate Management & Development,לא,BB+,S&P,נייר ערך,EUR,3.61,2030-04-16,0.06125,0.05,החוב נחות,,91782.98,3.8807,107.0823,0.0,381.40810317924996,,,שווי הוגן,2.126018442808e-06,0.019818,0.000811,,
1329,9761.0,GOLDMAN SACHS BDC INC,6D01AGSGBNZIJSN77043,LEI,GSBD 5.65 09/09/30,US38147UAF49,ISIN,"צמוד למט""ח","חו""ל",גלובלי,סחיר,אחר,Financial Services,לא,Baa3,Moodys,נייר ערך,USD,4.17,2030-09-09,0.0565,0.0544,החוב לא נחות,,67487.48,3.306,101.0179,0.0,225.3846823047895,,,שווי הוגן,1.687187e-06,0.011711,0.000479,,
1329,9761.0,BLUE OWL CREDIT INCOME,5493003I42XBWPE05N35,LEI,OCINCC 7.95 06/13/28,US69120VBB62,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",חסום,אחר,Financial Services,לא,Baa3,Moodys,נייר ערך,USD,2.29,2028-06-13,0.0795,0.0494,החוב לא נחות,,99881.47,3.306,109.7128,0.0,362.28059602443693,,,שווי הוגן,1.536638e-06,0.018824,0.00077,,
1329,9761.0,APOLLO DEBT SOLUTIONS BD,549300UMUGX092P8DW87,LEI,APODS 6.7 07/29/31,US03770DAD57,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Financial Services,לא,BBB-,S&P,נייר ערך,USD,4.64,2031-07-29,0.067,0.0537,החוב לא נחות,,40492.49,3.306,107.107,0.0,143.3821829197758,,,שווי הוגן,4.07161847188e-07,0.00745,0.000304,,
1329,9761.0,BLUE OWL CREDIT INCOME,5493003I42XBWPE05N35,LEI,OCINCC 7.95 06/13/28,US69120VBB62,ISIN,"צמוד למט""ח","חו""ל","ארה""ב",סחיר,אחר,Financial Services,לא,Baa3,Moodys,נייר ערך,USD,2.29,2028-06-13,0.0795,0.0494,החוב לא נחות,,18896.49,3.306,109.6177,0.0,68.48014585812138,,,שווי הוגן,2.90715230769e-07,0.003558,0.000145,,
