מספר קופה/קרן/ח.פ. עבור חברת ביטוח,מספר מסלול,מאפיין עיקרי,שם שותף כללי קרן השקעות,מספר מזהה שותף כללי קרן השקעות,סוג מספר מזהה שותף כללי קרן השקעות,שם קרן השקעה,מספר מזהה קרן השקעה,סוג מספר מזהה קרן השקעות,מטבע פעילות,תאריך העמדת התחייבות לקרן השקעה,סכום המחויבות הראשוני (במטבע הדיווח של קרן ההשקעה),"סכום המחויבות הראשוני (באלפי ש""ח)",יתרת המחויבות לתקופת הדיווח (במטבע הדיווח של קרן ההשקעה),"יתרת המחויבות לתקופת הדיווח (באלפי ש""ח)",שיעור יתרת המחויבות,תאריך פקיעת מחויבות להשקעה,Unnamed: 17,סוף מידע
1328,9760.0,התחייבות להשקעה,"Thoma Bravo Explore Partners II[-P]9, L.P.",,"מספר תאגיד או שותפות בחו""ל",Thoma Bravo Explore 2,28999124.0,פנימי,USD,2022-05-18,50.0,167.7,34.5,114.057,0.0069,2035-06-30 00:00:00,,
1328,9760.0,התחייבות להשקעה,"Stage One Capital (GP) IV, L.P",,"מספר תאגיד או שותפות בחו""ל",Stage One Annex (Opportunity),28999148.0,פנימי,USD,2021-09-30,37.13711,119.91572819,35.22946,116.46859476,0.00948632244135313,2033-09-30 00:00:00,,
1328,9760.0,התחייבות להשקעה,"Fortissimo Capital Fund VI GP, LP",,מספר שותפות,FORTISSIMO 6,28999153.0,פנימי,USD,2023-10-24,79.33333,322.33131979,44.82333,148.18592898,0.00564999981722688,2034-10-24 00:00:00,,
1328,12419.0,התחייבות להשקעה,"Hyperwise Ventures II GP, LP",,מספר שותפות,Hyperwise Ventures Fund 2,28999157.0,פנימי,USD,2022-11-09,10746.0,38073.078,6232.45772,20604.50522232,0.00579979315093988,2034-06-27 00:00:00,,
1328,12419.0,התחייבות להשקעה,"Stage One Capital (GP) IV, L.P",,"מספר תאגיד או שותפות בחו""ל",Stage One Annex (Opportunity),28999148.0,פנימי,USD,2021-09-30,632.47443,2042.25993447,599.98559,1983.55236054,0.00948632168418255,2033-09-30 00:00:00,,
1328,12419.0,התחייבות להשקעה,"Fortissimo Capital Fund VI GP, LP",,מספר שותפות,FORTISSIMO 6,28999153.0,פנימי,USD,2023-10-24,4016.66666,16319.71663958,2269.41666,7502.69147796,0.00564999999278008,2034-10-24 00:00:00,,
1328,12419.0,התחייבות להשקעה,Reality Debt General Partner Ltd,,ח.פ.,ריאליטי מימון,28999108.0,פנימי,ILS,2022-03-31,3938.4,3938.4,984.6,984.6,0.0025,2032-12-27 00:00:00,,
1328,12419.0,התחייבות להשקעה,"Lightspeed General Partner XIV-A (Inception), L.P. ",,"מספר תאגיד או שותפות בחו""ל",Lightspeed XIV-A,28999134.0,פנימי,USD,2022-03-24,602.235,1939.798935,63.23613,209.05864578,0.00105002416000398,2034-12-31 00:00:00,,
1328,12419.0,התחייבות להשקעה,"Israel Secondary Fund III GP, L.P.",,"מספר תאגיד או שותפות בחו""ל",Israel Secondary Fund 3,28999117.0,פנימי,USD,2022-02-08,4610.21667,14863.33854408,2881.38541,9525.86016546,0.00624999998102041,2035-02-08 00:00:00,,
1328,12419.0,התחייבות להשקעה,Hetz Ventures III GP,,"מספר תאגיד או שותפות בחו""ל",קרן חץ,28999123.0,פנימי,USD,2022-05-17,2677.0,9002.751,865.85532,2862.51768792,0.00323442405677997,2034-02-15 00:00:00,,
1328,12419.0,התחייבות להשקעה,"Thoma Bravo Explore Partners II[-P]9, L.P.",,"מספר תאגיד או שותפות בחו""ל",Thoma Bravo Explore 2,28999124.0,פנימי,USD,2022-05-18,2542.0,8525.868,1753.98,5798.65788,0.0069,2035-06-30 00:00:00,,
1328,12419.0,התחייבות להשקעה,"ECV IL GP IV, L.P.",,מספר שותפות,Entree Early Stage 4,28999113.0,פנימי,USD,2022-01-14,1636.0,5089.596,994.78964,3288.77454984,0.00608062127139364,2034-04-01 00:00:00,,
1328,12419.0,התחייבות להשקעה,"OEP IX General Partner, L.P.",,"מספר תאגיד או שותפות בחו""ל",ONE EQUITY IX,28999297.0,פנימי,USD,2024-08-02,1627.0816,6182.74737184,1140.8731,3771.7264686,0.00701177556184029,2038-06-30 00:00:00,,
1328,12419.0,התחייבות להשקעה,"KPS INVESTORS VI, LP",,"מספר תאגיד או שותפות בחו""ל",KPS 6,28999281.0,פנימי,USD,2024-09-30,582.05647,2155.93716488,510.98351,1689.31148406,0.00877893359728481,2037-09-27 00:00:00,,
1328,12419.0,התחייבות להשקעה,"10D Management II, L.P",,"מספר תאגיד או שותפות בחו""ל",10D,28999106.0,פנימי,USD,2021-12-31,1615.0,5022.65,760.665,2514.75849,0.00471,2035-10-31 00:00:00,,
1328,12419.0,התחייבות להשקעה,Northwind Healthcare Debt Fund I GP LLC,,"מספר תאגיד או שותפות בחו""ל",NORTHWIND HEALTHCARE DEBT FUND 1 FEEDER C LP,28999147.0,פנימי,USD,2022-04-27,423.0,1392.093,43.77236,144.71142216,0.00103480756501182,2030-12-06 00:00:00,,
1328,12419.0,התחייבות להשקעה - צמיתה,Value AP Partners II Ltd,,ח.פ.,AP Partners II Soglowek L.P.,28999295.0,פנימי,ILS,2025-05-28,8712.88889,8712.88889,1032.47732,1032.47732,0.00118499998454588,NR,,
1328,12419.0,התחייבות להשקעה,"Lightspeed General Partner XIV-B (Ignite), L.P. ",,"מספר תאגיד או שותפות בחו""ל",Lightspeed XIV-B,28999120.0,פנימי,USD,2022-03-10,736.065,2407.668615,80.964179999,267.667579076694,0.00109995965028903,2034-12-31 00:00:00,,
1328,12419.0,התחייבות להשקעה,"Lightspeed General Partner Opportunity Fund II, L.P. ",,"מספר תאגיד או שותפות בחו""ל",Lightspeed opportunity 2,28999118.0,פנימי,USD,2022-03-31,2677.0,8502.152,53.539259999,177.000793556694,0.000199997235707881,2034-12-31 00:00:00,,
1328,12419.0,התחייבות להשקעה,"ECV IL OPP GP II, L.P",,מספר שותפות,Entree Early Growth 2,28999112.0,פנימי,USD,2022-01-14,2974.0,9252.114,1224.28317,4047.48016002,0.00411662128446536,2030-10-01 00:00:00,,
1328,12419.0,התחייבות להשקעה,Value AP Partners II Ltd,,ח.פ.,AP PARTNERS 2,28999163.0,פנימי,ILS,2022-11-22,32673.33333,32673.33333,22822.32332,22822.32332,0.0069849999966318,2034-12-28 00:00:00,,
1328,12419.0,התחייבות להשקעה,Francisco Partners VII ,,מספר שותפות,	Francisco Partners VII[-A] L.P,28999122.0,פנימי,USD,2022-02-17,5490.75,17510.00175,3379.55663,11172.81421878,0.00615500000910622,2035-04-30 00:00:00,,
1328,12419.0,התחייבות להשקעה,Zeev Ventures management IX,,"מספר תאגיד או שותפות בחו""ל",ZEEV Ventures 9,28999179.0,פנימי,USD,2022-10-03,259.0,927.997,3.626,11.987556,0.00014,2037-07-01 00:00:00,,
1328,12419.0,התחייבות להשקעה,"Clarion CLO II GP, LP",,מספר שותפות,CLARION 2,28999104.0,פנימי,USD,2022-01-31,697.0,2226.915,10.99408,36.34642848,0.000157734289813486,2028-05-07 00:00:00,,
1328,12419.0,התחייבות להשקעה,"Klirmark Fund IV (G.P.), L.P",,"מספר תאגיד או שותפות בחו""ל",Klirmark Opportunity Fund 4,28999218.0,פנימי,ILS,2023-03-15,13933.758,13933.758,7384.89174,7384.89174,0.0053,2033-03-13 00:00:00,,
1328,12419.0,התחייבות להשקעה,"Lightspeed General Partner Select V, L.P. ",,"מספר תאגיד או שותפות בחו""ל",Lightspeed select 5,28999119.0,פנימי,USD,2022-03-31,1338.5,4251.076,80.30551,265.49001606,0.000599966454986925,2034-12-31 00:00:00,,
1328,12419.0,התחייבות להשקעה,"Thoma Bravo Discover Partners IV[-P]9, L.P.",,"מספר תאגיד או שותפות בחו""ל",Thoma Bravo Discover 4,28999125.0,פנימי,USD,2022-05-18,3050.0,10229.7,488.0,1613.328,0.0016,2035-06-30 00:00:00,,
1328,12419.0,התחייבות להשקעה,KPS Special Situations Mid-Cap Fund II,,מספר שותפות,KPS Mid-Cap II,28999282.0,פנימי,USD,2024-09-30,388.03764,1437.29141856,388.03761,1282.85233866,0.00999999922687912,2037-09-27 00:00:00,,
1328,12419.0,התחייבות להשקעה,Northwind Healthcare Debt Fund I GP LLC,,"מספר תאגיד או שותפות בחו""ל",NORTHWIND HEALTHCARE DEBT FUND 1 FEEDER D LP,28999146.0,פנימי,USD,2022-04-27,705.0,2320.155,72.9539,241.1855934,0.00103480709219858,2030-12-06 00:00:00,,
1328,12419.0,התחייבות להשקעה,Northwind Debt Fund II GP LLC,,"מספר תאגיד או שותפות בחו""ל",Northwind Debt Fund 2 FEEDER C LP,28999161.0,פנימי,USD,2022-06-13,731.96064,2517.9446016,38.497769999,127.273627616694,0.000525954100469118,2030-04-13 00:00:00,,
1328,12419.0,התחייבות להשקעה,"Francisco Partners Agility GP III, L.P",,מספר שותפות,"Francisco Partners Agility GP III, L.P",28999121.0,פנימי,USD,2022-02-17,1830.25,5836.66725,1735.99212,5739.18994872,0.00948499997268132,2035-04-30 00:00:00,,
1328,12419.0,התחייבות להשקעה,Northwind Debt Fund II GP LLC,,"מספר תאגיד או שותפות בחו""ל",Northwind Debt Fund 2 FEEDER D LP,28999160.0,פנימי,USD,2022-06-13,893.03935,3072.055364,46.96972,155.28189432,0.000525953531610897,2030-04-12 00:00:00,,
1328,12419.0,התחייבות להשקעה,accolade investment associates VIII-F LLC,,"מספר תאגיד או שותפות בחו""ל",Accolade Partners 8-F Feeder (Kleiner Perkins),29994449.0,פנימי,USD,2022-01-13,4386.0,13671.162,614.04,2030.01624,0.0014,2035-01-13 00:00:00,,
1329,9761.0,התחייבות להשקעה,accolade associates Blockchain Select LLC,,"מספר תאגיד או שותפות בחו""ל",Accolade Partners Blockchain 2 Select Feeder,29994401.0,פנימי,USD,2021-11-16,39.0,120.51,2.73,9.02538,0.0007,2034-02-11 00:00:00,,
1329,9761.0,התחייבות להשקעה,GCP Investments IV Limited Partnership,,מספר שותפות,Glilot 4,29994430.0,פנימי,USD,2022-01-13,57.0,177.669,17.18538,56.81486628,0.00301497894736842,2035-02-24 00:00:00,,
1329,9761.0,התחייבות להשקעה,accolade investment associates VIII-F LLC,,"מספר תאגיד או שותפות בחו""ל",Accolade Partners 8-F Feeder (Kleiner Perkins),29994449.0,פנימי,USD,2022-01-13,145.0,451.965,20.3,67.1118,0.0014,2035-01-13 00:00:00,,
1329,9761.0,התחייבות להשקעה,Mideal Assets Management Ltd,,ח.פ.,Mideal 2,29993972.0,פנימי,EUR,2020-01-10,44.99726,173.365443328,12.73386,49.416290502,0.00282991897728883,2030-11-01 00:00:00,,
1329,9761.0,התחייבות להשקעה,"מרתון ניהול נדל""ן בע""מ",,ח.פ.,Marathon,29994254.0,פנימי,ILS,2021-09-05,119.0,119.0,25.28052,25.28052,0.00212441344537815,2030-08-31 00:00:00,,
1329,9761.0,התחייבות להשקעה,"Noy E.I Infrastructure and Energy G.P, Limited Partnership",,מספר שותפות,נוי 4,29994268.0,פנימי,ILS,2021-05-13,441.67716,441.67716,96.334589999,96.334589999,0.00218110870842857,2035-04-01 00:00:00,,
1329,9761.0,התחייבות להשקעה,"Forma European Fund II General Partner,",,ח.פ.,Forma 2,29994253.0,פנימי,EUR,2021-07-08,29.0,112.4736,4.76067,18.474732069,0.00164161034482758,2031-11-08 00:00:00,,
1329,9761.0,התחייבות להשקעה,ICG ASIA PACIFIC FUND III GP LIMITED,,"מספר תאגיד או שותפות בחו""ל",ICG Asia 3,29993018.0,פנימי,USD,2015-12-21,12.9996,50.69844,2.71004,8.95939224,0.00208471029877842,2026-07-31 00:00:00,,
1329,9761.0,התחייבות להשקעה,"Anacap Credit Opportunities GP III, L..P",,"מספר תאגיד או שותפות בחו""ל",AnaCap 3,29992706.0,פנימי,EUR,2016-05-31,7.00223,30.075278073,0.47097,1.827693279,0.000672600014566788,2026-05-19 00:00:00,,
1329,9761.0,התחייבות להשקעה - קרן בהנזלה,Reality Funds Management III Ltd.,,ח.פ.,ריאליטי 3,29992353.0,פנימי,ILS,2015-06-30,73.63708,73.63708,12.88649,12.88649,0.00175000013580114,NR,,
1329,9761.0,התחייבות להשקעה,ICG North American Private Debt II (Offshore) GP LP,,"מספר תאגיד או שותפות בחו""ל",ICG NA Private Debt 2,29993318.0,פנימי,USD,2018-03-01,27.99976,97.5791636,6.985489999,23.094029936694,0.00249483924112206,2031-09-29 00:00:00,,
1329,9761.0,התחייבות להשקעה,יסודות מעטפת פיננסית ג'י.פי שותפות מוגבלת,,ח.פ.,יסודות ג,29993585.0,פנימי,ILS,2019-09-26,165.00236,165.00236,48.9339,48.9339,0.00296564849133066,2028-09-30 00:00:00,,
1329,9761.0,התחייבות להשקעה,Mission Capital GP 6 Lux S.à r.l,,"מספר תאגיד או שותפות בחו""ל",Axiom Asia 6-A,29993960.0,פנימי,USD,2021-01-05,60.0,192.18,17.4,57.5244,0.0029,2035-01-05 00:00:00,,
1329,9761.0,התחייבות להשקעה,"Klirmark Fund II (G.P.), L.P",,"מספר תאגיד או שותפות בחו""ל",Klirmark 2,29992297.0,פנימי,ILS,2014-10-02,78.01817,78.01817,1.482139999,1.482139999,0.000189973694461174,2026-10-02 00:00:00,,
1329,9761.0,התחייבות להשקעה,Gatewood Capital GP LLC,,"מספר תאגיד או שותפות בחו""ל",Gatewood 1,29992724.0,פנימי,USD,2016-09-22,9.99607,37.57522713,2.40048,7.93598688,0.00240142375953749,2031-04-30 00:00:00,,
1329,9761.0,התחייבות להשקעה,"Noy E.I Infrastructure and Energy G.P, Limited Partnership",,מספר שותפות,נוי 3,29993169.0,פנימי,ILS,2018-05-31,150.36759,150.36759,7.44125,7.44125,0.000494870603432561,2030-06-04 00:00:00,,
1329,9761.0,התחייבות להשקעה,Gatewood Capital GP II LLC,,"מספר תאגיד או שותפות בחו""ל",Gatewood 2,29993961.0,פנימי,USD,2020-12-01,124.93423,412.78269592,91.03521,300.96240426,0.00728665074415554,2036-09-30 00:00:00,,
1329,9761.0,התחייבות להשקעה,KDCP GP KDC Media Fund Ltd,,ח.פ.,Stardom Media Ventures,29994368.0,פנימי,USD,2021-06-30,35.0,114.1,3.68497,12.18251082,0.00105284857142857,2031-06-30 00:00:00,,
1329,9761.0,התחייבות להשקעה,AH Equity Partners LSV III,,"מספר תאגיד או שותפות בחו""ל",LSV III,29994428.0,פנימי,USD,2021-12-01,70.0,220.5,4.9,16.1994,0.0007,2032-01-05 00:00:00,,
1329,9761.0,התחייבות להשקעה,Zeev Opportunity management I,,"מספר תאגיד או שותפות בחו""ל",Zeev Opportunity 1,29994279.0,פנימי,USD,2021-05-27,47.99999,155.90396752,0.24,0.79344,5.00000104166688e-05,2031-05-27 00:00:00,,
1329,9761.0,התחייבות להשקעה,"NFX Capital Fund III GP, LP",,"מספר תאגיד או שותפות בחו""ל",NFX  3,29994345.0,פנימי,USD,2021-09-02,71.0,227.768,10.65,35.2089,0.0015,2033-09-02 00:00:00,,
1329,9761.0,התחייבות להשקעה,AH equity Partners BIO IV,,"מספר תאגיד או שותפות בחו""ל",HA BIO 4,29994427.0,פנימי,USD,2021-12-05,60.0,189.36,28.19998,93.22913388,0.00469999666666666,2035-01-07 00:00:00,,
1329,9761.0,התחייבות להשקעה,Zeev Ventures management VIII,,"מספר תאגיד או שותפות בחו""ל",Zeev ventures 8,29994350.0,פנימי,USD,2021-09-14,32.0,102.752,0.16,0.52896,5e-05,2031-09-14 00:00:00,,
1329,9761.0,התחייבות להשקעה,State of Mind Venture 3 GP LP,,ח.פ.,SOMV 3,29994396.0,פנימי,USD,2021-11-01,73.0,228.782,23.944,79.158864,0.00328,2034-09-30 00:00:00,,
1329,9761.0,התחייבות להשקעה,"Klirmark Fund III (G.P.), L.P",,ח.פ.,Klirmark 3,29993571.0,פנימי,ILS,2019-07-04,210.46023,210.46023,33.76511,33.76511,0.00160434634134914,2029-07-03 00:00:00,,
1329,9761.0,התחייבות להשקעה,"Triton Debt Opportunities Fund II General Partner L.P.,",,מספר שותפות,Triton Debt Opportunities  2,29993565.0,פנימי,EUR,2019-10-22,25.99424,102.477092352,22.50248,87.325374136,0.00865671779594248,2025-10-12 00:00:00,,
1329,9761.0,התחייבות להשקעה,Northwind Debt Fund II GP LLC,,"מספר תאגיד או שותפות בחו""ל",Northwind Debt Fund 2 FEEDER D LP,28999160.0,פנימי,USD,2022-06-13,156.62536,538.7912384,8.237789999,27.234133736694,0.000525955056001148,2030-04-12 00:00:00,,
1329,9761.0,התחייבות להשקעה,MBP Capital GP LLC,,מספר שותפות,MBP 1 QFPF,29993607.0,פנימי,USD,2018-03-06,10.5,36.4245,0.82461,2.72616066,0.000785342857142857,2026-12-11 00:00:00,,
1329,9761.0,התחייבות להשקעה,ISFM GPLP Ltd.,,ח.פ.,Israel Secondary Fund 2,29992679.0,פנימי,USD,2015-12-20,8.99978,35.06314288,0.49499,1.63643694,0.000550002333390371,2028-01-25 00:00:00,,
1329,9761.0,התחייבות להשקעה,"קוגיטו קפיטל שותף כללי בע""מ.",,ח.פ.,קוגיטו אס.אמ.אי,29992707.0,פנימי,ILS,2016-07-18,46.80007,46.80007,20.2667,20.2667,0.00433048497577033,2028-03-15 00:00:00,,
1329,9761.0,התחייבות להשקעה,Pollen Street Capital,,"מספר תאגיד או שותפות בחו""ל",PSC Credit IV,28999299.0,פנימי,GBP,2025-08-21,135.09362,461.88508678,135.09362,599.937257058,0.01,2032-09-30 00:00:00,,
1329,9761.0,התחייבות להשקעה - קרן בהנזלה,יסודות מעטפת פיננסית ג'י.פי שותפות מוגבלת,,ח.פ.,יסודות ב,29992954.0,פנימי,ILS,2018-01-25,85.99617,85.99617,6.93383,6.93383,0.000806295210589029,NR,,
1329,9761.0,התחייבות להשקעה,Pontifax VI GP L.P.,,מספר שותפות,PONTIFAX 6,29993951.0,פנימי,USD,2020-10-11,67.0,226.527,16.75,55.3755,0.0025,2033-11-28 00:00:00,,
1329,9761.0,התחייבות להשקעה,"NOY E.I Infrastructure and Energy G.P., Limited Partnership",,מספר שותפות,נוי פשה 2,29992822.0,פנימי,ILS,2017-12-25,10.0867,10.0867,1.10259,1.10259,0.00109311271278019,2027-01-01 00:00:00,,
1329,9761.0,התחייבות להשקעה,"KPS INVESTORS V, LP",,"מספר תאגיד או שותפות בחו""ל",KPS 5,29993789.0,פנימי,USD,2020-07-09,28.80432,99.20207808,4.81802,15.92837412,0.00167267271020458,2034-07-20 00:00:00,,
1329,9761.0,התחייבות להשקעה,accolade associates VII LLC,,"מספר תאגיד או שותפות בחו""ל",Accolade Partners 8,29993988.0,פנימי,USD,2021-01-27,52.0,169.728,8.84,29.22504,0.0017,2034-08-03 00:00:00,,
1329,9761.0,התחייבות להשקעה,"Francisco Partners Agility GP III, L.P",,מספר שותפות,"Francisco Partners Agility GP III, L.P",28999121.0,פנימי,USD,2022-02-17,64.75,206.48775,61.41537,203.03921322,0.00948499922779922,2035-04-30 00:00:00,,
1329,9761.0,התחייבות להשקעה,"Stage One Capital (GP), L.P",,"מספר תאגיד או שותפות בחו""ל",StageOne 2,29993017.0,פנימי,USD,2015-06-25,8.49949,32.0430773,0.18058,0.59699748,0.000212459806411914,2026-01-02 00:00:00,,
1329,9761.0,התחייבות להשקעה - צמיתה,Kotani AS Management B.V,,"מספר תאגיד או שותפות בחו""ל",Kotani,29993522.0,פנימי,USD,2019-08-20,55.89,196.95636,9.22895,30.5109087,0.00165127035247808,NR,,
1329,9761.0,התחייבות להשקעה,Value AP Partners Ltd,,ח.פ.,AP Partners Fund,29992997.0,פנימי,ILS,2018-01-24,34.0574,34.0574,2.62399,2.62399,0.000770461045176672,2029-01-25 00:00:00,,
1329,9761.0,התחייבות להשקעה,Northwind Debt Fund II GP LLC,,"מספר תאגיד או שותפות בחו""ל",Northwind Debt Fund 2 FEEDER C LP,28999161.0,פנימי,USD,2022-06-13,128.37463,441.6087272,6.75194,22.32191364,0.000525955946280039,2030-04-13 00:00:00,,
1329,9761.0,התחייבות להשקעה,ICG Strategic Equity III (Offshore) GP LP,,"מספר תאגיד או שותפות בחו""ל",ICG Strategic Equity 3,29993445.0,פנימי,USD,2019-06-03,47.00044,170.75259852,16.31363,53.93286078,0.00347095261235852,2030-06-03 00:00:00,,
1329,9761.0,התחייבות להשקעה,accolade associates Blockchain II LLC,,"מספר תאגיד או שותפות בחו""ל",Accolade Partners Blockchain 2 Feeder,29994400.0,פנימי,USD,2021-11-16,39.0,120.51,2.73,9.02538,0.0007,2034-02-11 00:00:00,,
1329,9761.0,התחייבות להשקעה,CCP IV GP ltd.,,"מספר תאגיד או שותפות בחו""ל",CITIC Capital China Partners 4,29993317.0,פנימי,USD,2019-02-21,29.99829,108.50381493,1.36145,4.5009537,0.000453842535691201,2031-08-30 00:00:00,,
1329,9761.0,התחייבות להשקעה,Italian NPL Opportunities Fund II (GP),,"מספר תאגיד או שותפות בחו""ל",Italian NPL Opportunities 2,29993566.0,פנימי,EUR,2019-09-29,27.77742,105.6930831,12.66318,49.142002626,0.0045588035173893,2026-10-23 00:00:00,,
1329,9761.0,התחייבות להשקעה,AnaCap GP Lux S.à r.l.,,"מספר תאגיד או שותפות בחו""ל",AnaCap 4,29993592.0,פנימי,EUR,2019-12-11,27.99468,107.866301508,2.53042,9.819800894,0.0009038931682734,2028-08-09 00:00:00,,
1329,9761.0,התחייבות להשקעה,Northwind Debt Fund I GP LLC,,"מספר תאגיד או שותפות בחו""ל",Northwind Debt 1,29993809.0,פנימי,USD,2020-07-27,48.00114,163.82789082,25.23233,83.41808298,0.00525661057216557,2027-07-20 00:00:00,,
1329,9761.0,התחייבות להשקעה,"Peregrine IV General Partner, L.P",,מספר שותפות,Peregrine 4,29993494.0,פנימי,USD,2019-07-22,21.03784,74.34772656,4.20689,13.90797834,0.00199967772356857,2030-07-22 00:00:00,,
1329,9761.0,התחייבות להשקעה,קוגיטו קפיטל אל.אמ.אי שותף כללי,,מספר שותפות,קוגיטו בי.אמ.אי משלימה,29992793.0,פנימי,ILS,2017-01-08,37.0,37.0,40.10909,40.10909,0.0108402945945945,2029-01-07 00:00:00,,
1329,9761.0,התחייבות להשקעה,TPY Capital (Israel) II LTD,,ח.פ.,TPY 2,29993208.0,פנימי,USD,2018-08-29,16.0,58.288,2.88,9.52128,0.0018,2026-05-09 00:00:00,,
1329,9761.0,התחייבות להשקעה,State of Minds Ventures Momentum GP L.P,,ח.פ.,SOMV Elastic,29994359.0,פנימי,USD,2021-09-29,7.13793,22.92703116,0.65719,2.17267014,0.000920701099618516,2032-08-16 00:00:00,,
1329,9761.0,התחייבות להשקעה,"Noy E.I Infrastructure and Energy G.P, Limited Partnership",,מספר שותפות,נוי נגב אנרגיה,29992710.0,פנימי,ILS,2016-07-17,20.57253,20.57253,0.289979999,0.289979999,0.000140954952550804,2026-07-21 00:00:00,,
1329,9761.0,התחייבות להשקעה,Northwind Healthcare Debt Fund I GP LLC,,"מספר תאגיד או שותפות בחו""ל",NORTHWIND HEALTHCARE DEBT FUND 1 FEEDER D LP,28999146.0,פנימי,USD,2022-04-27,122.5,403.1475,12.67636,41.90804616,0.00103480489795918,2030-12-06 00:00:00,,
1329,9761.0,התחייבות להשקעה,LCN European Fund IV GP S.à r.l.,,"מספר תאגיד או שותפות בחו""ל",LCN European Fund 4,28999155.0,פנימי,EUR,2022-06-21,390.0,1422.876,135.14222,524.446413154,0.00346518512820512,2036-07-21 00:00:00,,
1329,9761.0,התחייבות להשקעה,KPS Special Situations Mid-Cap Fund II,,מספר שותפות,KPS Mid-Cap II,28999282.0,פנימי,USD,2024-09-30,42.59164,157.75943456,42.59164,140.80796184,0.01,2037-09-27 00:00:00,,
1329,9761.0,התחייבות להשקעה,"ASSF Management IV, L.P",,"מספר תאגיד או שותפות בחו""ל",Ares 4,29992320.0,פנימי,USD,2015-02-25,21.0,82.698,0.971719999,3.212506316694,0.000462723809047619,2026-06-23 00:00:00,,
1329,9761.0,התחייבות להשקעה,Signal Alpha III GP Limited,,מספר שותפות,Signal 3,28999293.0,פנימי,EUR,2025-05-28,184.68,740.585268,87.75108,340.535616156,0.00475152046783625,2031-07-13 00:00:00,,
1329,9761.0,התחייבות להשקעה,investcorp investment advisers LLC,,"מספר תאגיד או שותפות בחו""ל",Investcorp Special Opportunities Italian 1,29992801.0,פנימי,EUR,2017-10-30,5.99954,24.61911239,0.803279999,3.1172886921193,0.00133890264753631,2027-10-31 00:00:00,,
1329,9761.0,התחייבות להשקעה,"Noy E.I Infrastructure and Energy G.P, Limited Partnership",,מספר שותפות,נוי פסולת 2,29992664.0,פנימי,GBP,2015-12-14,4.59821,26.865501746,0.001599999,0.0071054355591,3.47961271886233e-06,2025-12-14 00:00:00,,
1329,9761.0,התחייבות להשקעה,accolade investment associates VIII-C LLC,,"מספר תאגיד או שותפות בחו""ל",Accolade Partners 8-C Feeder (Anthos 5),29994299.0,פנימי,USD,2021-06-28,57.0,185.877,2.85,9.4221,0.0005,2033-03-31 00:00:00,,
1329,9761.0,התחייבות להשקעה,Pontifax IV GP L.P.,,מספר שותפות,Pontifax 4,29992637.0,פנימי,USD,2015-09-07,13.99941,55.05967953,0.419999999,1.388519996694,0.000300012642675655,2026-09-03 00:00:00,,
1329,9761.0,התחייבות להשקעה,"Thoma Bravo Discover Partners IV[-P]9, L.P.",,"מספר תאגיד או שותפות בחו""ל",Thoma Bravo Discover 4,28999125.0,פנימי,USD,2022-05-18,108.0,362.232,17.28,57.12768,0.0016,2035-06-30 00:00:00,,
1329,9761.0,התחייבות להשקעה,"Klirmark Fund IV (G.P.), L.P",,"מספר תאגיד או שותפות בחו""ל",Klirmark Opportunity Fund 4,28999218.0,פנימי,ILS,2023-03-15,1584.597,1584.597,839.83641,839.83641,0.0053,2033-03-13 00:00:00,,
1329,9761.0,התחייבות להשקעה,Signal Alpha II GP limited,,"מספר תאגיד או שותפות בחו""ל",Signal Alpha 2,29993539.0,פנימי,EUR,2019-07-31,47.00204,183.293855388,5.49674,21.331198918,0.00116946838903162,2027-07-31 00:00:00,,
1329,9761.0,התחייבות להשקעה,LCN European Fund III GP S.à r.l.,,"מספר תאגיד או שותפות בחו""ל",LCN EU 3,29993727.0,פנימי,EUR,2020-01-15,25.5011,98.32204116,1.09307,4.241876749,0.000428636411762629,2030-08-24 00:00:00,,
1329,9761.0,התחייבות להשקעה,"Clarion CLO II GP, LP",,מספר שותפות,CLARION 2,28999104.0,פנימי,USD,2022-01-31,132.0,421.74,2.0821,6.8834226,0.000157734848484848,2028-05-07 00:00:00,,
1329,9761.0,התחייבות להשקעה,"LCN North American GP III, L.P.",,"מספר תאגיד או שותפות בחו""ל",LCN NA 3 QFPF,29993940.0,פנימי,USD,2020-12-02,37.50355,123.34917595,1.67131,5.52535086,0.000445640479367953,2028-08-24 00:00:00,,
1329,9761.0,התחייבות להשקעה,"ECV IL OPP GP I, L.P.",,מספר שותפות,Entree ECV IL OPP 1,29993937.0,פנימי,USD,2020-11-29,30.00028,99.57092932,1.13294,3.74549964,0.000377643141997341,2031-06-03 00:00:00,,
1329,9761.0,התחייבות להשקעה - צמיתה,"Noy E.I Infrastructure and Energy G.P, Limited Partnership",,מספר שותפות,נוי חוצה לישראל 1,28999198.0,פנימי,ILS,2023-01-17,35.45066,35.45066,8.45353,8.45353,0.00238459030099862,NR,,
1329,9761.0,התחייבות להשקעה,Terramont Infrastructure GP LLC,,"מספר תאגיד או שותפות בחו""ל",Terramont,28999149.0,פנימי,USD,2022-04-15,176.28116,563.92343084,62.8571,207.8055726,0.00356572988287574,2035-04-15 00:00:00,,
