"שם גיליון
(רלוונטי לגיליונות עם עמודה ""מאפיין עיקרי"")",שם עמודה,אפשרות בחירה,הערות והסברים,Unnamed: 4
ריק במקור,ריק במקור,Telbor,,
ריק במקור,ריק במקור,Tona,,
ריק במקור,ריק במקור,Other,,
ריק במקור,ריק במקור,ללא,,
ריק במקור,תקופת ריבית עוגן,יומי,,
ריק במקור,ריק במקור,שבועי,,
ריק במקור,ריק במקור,חודשי,,
ריק במקור,ריק במקור,רבעוני,,
ריק במקור,ריק במקור,חצי-שנתי,,
ריק במקור,ריק במקור,שנתי,,
ריק במקור,ריק במקור,אחר,,
ריק במקור,ריק במקור,ללא,,
ריק במקור,נספח התחשבנות בטחונות (CSA),קיים חוזה,,
ריק במקור,ריק במקור,לא קיים חוזה,,
ריק במקור,גורם מצטט,הצד הנגדי,,
ריק במקור,ריק במקור,גורם אחר,,
ריק במקור,פקטור מוביל,מדדי מניות,,
ריק במקור,ריק במקור,מדדי סחורות,,
ריק במקור,ריק במקור,מדינה/איזור גאוגרפי,,
ריק במקור,ריק במקור,ממונף,,
ריק במקור,ריק במקור,מניות,,
ריק במקור,ריק במקור,ענף מסחר,,
ריק במקור,ריק במקור,שווי שוק,,
ריק במקור,ריק במקור,תנודתיות,,
ריק במקור,ריק במקור,אחר,,
ריק במקור,פקטור נוסף,"אג""ח מובנות",,
ריק במקור,ריק במקור,אופנה והלבשה,,
ריק במקור,ריק במקור,אחסנה,,
ריק במקור,ריק במקור,אלקטרוניקה ואופטיקה,,
ריק במקור,ריק במקור,אנרגיה,,
ריק במקור,ריק במקור,אנרגיה מתחדשת,,
ריק במקור,ריק במקור,אשראי חוץ בנקאי,,
ריק במקור,ריק במקור,ביוטכנולוגיה,,
ריק במקור,ריק במקור,ביטוח,,
ריק במקור,ריק במקור,ביטחוניות,,
ריק במקור,ריק במקור,בנייה,,
ריק במקור,ריק במקור,בנקים,,
ריק במקור,ריק במקור,השקעות בהיי-טק,,
ריק במקור,ריק במקור,השקעות במדעי החיים,,
ריק במקור,ריק במקור,השקעה ואחזקות,,
ריק במקור,ריק במקור,חברות ללא פעילות ומעטפת,חברות מעטפת,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,חיפושי נפט וגז,,
ריק במקור,ריק במקור,חשמל,,
ריק במקור,ריק במקור,"כימיה, גומי ופלסטיק",,
ריק במקור,ריק במקור,ליסינג,,
ריק במקור,ריק במקור,מוליכים למחצה,,
ריק במקור,ריק במקור,מזון,,
ריק במקור,ריק במקור,מכשור רפואי,,
ריק במקור,ריק במקור,מלונאות ותיירות,,
ריק במקור,ריק במקור,מסחר,,
ריק במקור,ריק במקור,מתכת ומוצרי בניה,,
ריק במקור,ריק במקור,"נדל""ן מניב בישראל",,
ריק במקור,ריק במקור,"נדל""ן מניב בחו""ל",,
ריק במקור,ריק במקור,"עץ, נייר ודפוס",,
ריק במקור,ריק במקור,פארמה,,
ריק במקור,ריק במקור,פודטק,,
ריק במקור,ריק במקור,ציוד תקשורת,,
ריק במקור,ריק במקור,קנאביס,,
ריק במקור,ריק במקור,קלינטק,,
ריק במקור,ריק במקור,קרנות היי טק,,
ריק במקור,ריק במקור,קרנות סל,,
ריק במקור,ריק במקור,רובוטיקה ותלת מימד,,
ריק במקור,ריק במקור,רשויות מקומיות,,
ריק במקור,ריק במקור,רשתות שיווק,,
ריק במקור,ריק במקור,שירותי מידע,,
ריק במקור,ריק במקור,שירותים,,
ריק במקור,ריק במקור,שירותים פיננסיים,,
ריק במקור,ריק במקור,שירותים ציבוריים,,
ריק במקור,ריק במקור,תוכנה ואינטרנט,,
ריק במקור,ריק במקור,תחבורה,,
ריק במקור,ריק במקור,תעופה,,
ריק במקור,ריק במקור,תעשיה,,
ריק במקור,ריק במקור,תקשורת ומדיה,,
ריק במקור,ריק במקור,תשתיות,,
ריק במקור,ריק במקור,ישראל,,
ריק במקור,ריק במקור,אוסטריה,,
ריק במקור,ריק במקור,אוסטרליה,,
ריק במקור,ריק במקור,אזור תעלת פנמה,,
ריק במקור,ריק במקור,אזרביג'אן,,
ריק במקור,ריק במקור,איחוד האמירויות הערביות,,
ריק במקור,ריק במקור,איטליה,,
ריק במקור,ריק במקור,איי הבתולה הבריטיים,,
ריק במקור,ריק במקור,איי הבתולה של ארצות הברית,,
ריק במקור,ריק במקור,איי סיישל,,
ריק במקור,ריק במקור,איי קיימן,,
ריק במקור,ריק במקור,איי שלמה הבריטיים,,
ריק במקור,ריק במקור,איסלנד,,
ריק במקור,ריק במקור,אירלנד,,
ריק במקור,ריק במקור,אנדורה,,
ריק במקור,ריק במקור,אסטוניה,,
ריק במקור,ריק במקור,ארגנטינה,,
ריק במקור,ריק במקור,"ארה""ב",,
ריק במקור,ריק במקור,אתיופיה,,
ריק במקור,ריק במקור,בהמס,,
ריק במקור,ריק במקור,בולגריה,,
ריק במקור,ריק במקור,בוליביה,,
ריק במקור,ריק במקור,בחריין,,
ריק במקור,ריק במקור,בלגיה,,
ריק במקור,ריק במקור,בליז,,
ריק במקור,ריק במקור,ברזיל,,
ריק במקור,ריק במקור,בריטניה,,
ריק במקור,ריק במקור,ברמודה,,
ריק במקור,ריק במקור,גאורגיה,,
ריק במקור,ריק במקור,גיברלטר,,
ריק במקור,ריק במקור,גמייקה,,
ריק במקור,ריק במקור,גרמניה,,
ריק במקור,ריק במקור,ג'רזי (Jersey),,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,גרנזי (Guernsey),,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,דרום קוריאה,,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,הודו,,
ריק במקור,ריק במקור,הולנד,,
ריק במקור,ריק במקור,הונג קונג,,
ריק במקור,ריק במקור,הונגריה,,
ריק במקור,ריק במקור,הונדורס,,
ריק במקור,ריק במקור,טייוואן,,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,יוון,,
ריק במקור,ריק במקור,יפן,,
ריק במקור,ריק במקור,ירדן,,
ריק במקור,ריק במקור,כווית,,
ריק במקור,ריק במקור,לוכסמבורג,,
ריק במקור,ריק במקור,לטביה,,
ריק במקור,ריק במקור,ליטא,,
ריק במקור,ריק במקור,ליכטנשטיין,,
ריק במקור,ריק במקור,מאוריציוס,,
ריק במקור,ריק במקור,מולדובה,,
ריק במקור,ריק במקור,מונקו,,
ריק במקור,ריק במקור,מלדיבים,,
ריק במקור,ריק במקור,מלטה,,
ריק במקור,ריק במקור,מלזיה,,
ריק במקור,ריק במקור,מצרים,,
ריק במקור,ריק במקור,מקסיקו,,
ריק במקור,ריק במקור,מרוקו,,
ריק במקור,ריק במקור,ניו זילנד,,
ריק במקור,ריק במקור,נורבגיה,,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,סין,,
ריק במקור,ריק במקור,סינגפור,,
ריק במקור,ריק במקור,סלובניה,,
ריק במקור,ריק במקור,סלובקיה,,
ריק במקור,ריק במקור,ספרד,,
ריק במקור,ריק במקור,סרביה,,
ריק במקור,ריק במקור,ערב הסעודית,,
ריק במקור,ריק במקור,פולין,,
ריק במקור,ריק במקור,פורטוגל,,
ריק במקור,ריק במקור,פינלנד,,
ריק במקור,ריק במקור,פנמה,,
ריק במקור,ריק במקור,צילה,,
ריק במקור,ריק במקור,צכיה,,
ריק במקור,ריק במקור,צרפת,,
ריק במקור,ריק במקור,קנדה,,
ריק במקור,ריק במקור,קפריסין,,
ריק במקור,ריק במקור,רומניה,,
ריק במקור,ריק במקור,רוסיה,,
ריק במקור,ריק במקור,שוודיה,,
ריק במקור,ריק במקור,שוויץ,,
ריק במקור,ריק במקור,תורכיה,,
ריק במקור,ריק במקור,Emerging Markets,שווקים מתעוררים לפי הגדרת MSCI,
ריק במקור,ריק במקור,Developed Markets,לפי הגדרת MSCI,
ריק במקור,ריק במקור,Frontier Markets,לפי הגדרת MSCI,
ריק במקור,ריק במקור,"גלובלי בלי ארה""ב",,
ריק במקור,ריק במקור,גלובלי,,
ריק במקור,ריק במקור,אמריקה הצפונית,,
ריק במקור,ריק במקור,אמריקה הדרומית,,
ריק במקור,ריק במקור,אסיה,,
ריק במקור,ריק במקור,אירופה,,
ריק במקור,ריק במקור,אפריקה,,
ריק במקור,ריק במקור,אוקיאניה,,
ריק במקור,ריק במקור,מדדים,,
ריק במקור,ריק במקור,ריביות,,
ריק במקור,ריק במקור,"מט""ח/₪",,
ריק במקור,ריק במקור,"מט""ח/מט""ח",,
ריק במקור,ריק במקור,Mega cap,,
ריק במקור,ריק במקור,Large cap,,
ריק במקור,ריק במקור,Mid cap,,
ריק במקור,ריק במקור,Small cap,,
ריק במקור,ריק במקור,אחר,,
האם קיים קנס בגין יציאה מוקדמת,ריק במקור,כן,,
ריק במקור,ריק במקור,לא,,
מזומנים ושווי מזומנים,מאפיין עיקרי,"מזומן ועו""ש בש""ח",,
ריק במקור,ריק במקור,בטחונות שוטפים,,
ריק במקור,ריק במקור,"מזומן ועו""ש נקוב במט""ח",,
ריק במקור,ריק במקור,"פח""ק/פר""י",,
ריק במקור,ריק במקור,"פק""מ לתקופה של עד שלושה חודשים",,
ריק במקור,ריק במקור,"פקדון במט""ח עד שלושה חודשים",,
ריק במקור,ריק במקור,פקדון צמוד למדד המחירים לצרכן עד שלושה חודשים,,
ריק במקור,ריק במקור,"פקדון צמוד מט""ח עד שלושה חודשים (פצ""מ)",,
ריק במקור,ריק במקור,קופה קטנה,,
איגרות חוב ממשלתיות,מאפיין עיקרי,צמוד למדד המחירים לצרכן בריבית קבועה,,
ריק במקור,ריק במקור,צמוד למדד המחירים לצרכן בריבית משתנה,,
ריק במקור,ריק במקור,לא צמוד למדד המחירים לצרכן ריבית קבועה,,
ריק במקור,ריק במקור,לא צמוד למדד המחירים לצרכן ריבית משתנה,,
ריק במקור,ריק במקור,"צמוד מט""ח בריבית קבועה",,
ריק במקור,ריק במקור,"צמוד מט""ח בריבית משתנה",,
ריק במקור,ריק במקור,"מק""מ קצר משנים עשר חודשים",,
ריק במקור,ריק במקור,"נקוב במט""ח",,
ניירות ערך מסחריים,מאפיין עיקרי,צמוד למדד המחירים לצרכן בריבית קבועה,,
ריק במקור,ריק במקור,לא צמוד למדד המחירים לצרכן ריבית קבועה,,
ריק במקור,ריק במקור,"צמוד מט""ח בריבית קבועה",,
ריק במקור,ריק במקור,אחר,,
איגרות חוב,מאפיין עיקרי,לא צמוד למדד המחירים לצרכן,,
ריק במקור,ריק במקור,צמוד למדד המחירים לצרכן,,
ריק במקור,ריק במקור,"צמוד למט""ח",,
ריק במקור,ריק במקור,צמוד למדד אחר,,
ריק במקור,ריק במקור,"אג""ח להמרה לא צמוד למדד המחירים לצרכן",,
ריק במקור,ריק במקור,"אג""ח להמרה צמוד למדד המחירים לצרכן",,
ריק במקור,ריק במקור,"אג""ח להמרה צמוד למט""ח",,
ריק במקור,ריק במקור,"אג""ח להמרה צמוד למדד אחר",,
ריק במקור,ריק במקור,"אג""ח שנרכש ביון 04/11/2008 ועד 31/03/2015 ונמדד בעלות מופחתת","אג""ח שנרכש ביון 04/11/2008 ועד 31/03/2015 ונמדד בעלות מופחתת",נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,אחר,,
"מניות, מניות בכורה ויחידות השתתפות",מאפיין עיקרי,מניות,,
ריק במקור,ריק במקור,מניות בכורה,,
ריק במקור,ריק במקור,יחידות השתתפות,,
ריק במקור,ריק במקור,חברה בפירוק,,
ריק במקור,ריק במקור, In liquidation/administration,,
ריק במקור,ריק במקור,SPAC,Special Puropse Acquistion Company/Blank Check Company,
ריק במקור,ריק במקור,TASE UP,,
קרנות סל,מאפיין עיקרי,עוקב אחר מדדי מניות בישראל,,
ריק במקור,ריק במקור,"עוקב אחר מדדי מניות בחו""ל",,
ריק במקור,ריק במקור,עוקב אחר מדדים אחרים בישראל,,
ריק במקור,ריק במקור,"עוקב אחר מדדים אחרים בחו""ל",,
ריק במקור,ריק במקור,מכירה בחסר (שורט),,
ריק במקור,ריק במקור,אחר,,
קרנות נאמנות,מאפיין עיקרי,"אג""ח קונצרני",,
ריק במקור,ריק במקור,"אג""ח ממשלתי",,
ריק במקור,ריק במקור,מניות,,
ריק במקור,ריק במקור,אחר,,
אופציות,מאפיין עיקרי,מניה,,
ריק במקור,ריק במקור,מדד,,
ריק במקור,ריק במקור,"מט""ח",,
ריק במקור,ריק במקור,קרן סל,,
ריק במקור,ריק במקור,סחורה,,
מוצרים מובנים,מאפיין עיקרי,קרן מובטחת,,
ריק במקור,ריק במקור,קרן לא מובטחת,,
ריק במקור,ריק במקור,מוצר מאוגח - שכבת חוב (Tranche) בדרוג AA- ומעלה,,
ריק במקור,ריק במקור,מוצר מאוגח - שכבת חוב (Tranche) בדרוג BBB- ומעלה,,
ריק במקור,ריק במקור,מוצר מאוגח - שכבת חוב (Tranche) בדרוג BB+ ומטה,,
ריק במקור,ריק במקור,מוצר מאוגח - שכבת הון (Equity Tranche),,
לא סחיר איגרות חוב ממשלתיות,מאפיין עיקרי,צמוד למדד המחירים לצרכן בריבית קבועה,,
ריק במקור,ריק במקור,צמוד למדד המחירים לצרכן בריבית משתנה,,
ריק במקור,ריק במקור,לא צמוד למדד המחירים לצרכן ריבית קבועה,,
ריק במקור,ריק במקור,לא צמוד למדד המחירים לצרכן ריבית משתנה,,
ריק במקור,ריק במקור,"צמוד מט""ח בריבית קבועה",,
ריק במקור,ריק במקור,"צמוד מט""ח בריבית משתנה",,
ריק במקור,ריק במקור,"מק""מ קצר משנים עשר חודשים",,
ריק במקור,ריק במקור,"נקוב במט""ח",,
לא סחיר איגרות חוב מיועדות,מאפיין עיקרי,חץ,,
ריק במקור,ריק במקור,מירון בקרן פנסיה ותיקה,,
ריק במקור,ריק במקור,ערד בקרן פנסיה ותיקה,,
ריק במקור,ריק במקור,ערד בקרן פנסיה מקיפה חדשה,,
ריק במקור,ריק במקור,"פיקדון חשכ""ל",,
ריק במקור,ריק במקור,אחר,,
אפיק השקעה מובטח תשואה,מאפיין עיקרי,החזקה באפיק השקעה מובטח תשואה,,
ריק במקור,ריק במקור,התאמה לשווי ההוגן,,
ריק במקור,ריק במקור,נכס או התחייבות בגין השלמת המדינה לתשואת היעד ,,
לא סחיר ניירות ערך מסחריים,מאפיין עיקרי,"נש""ר",,
ריק במקור,ריק במקור,צמוד למדד המחירים לצרכן,,
ריק במקור,ריק במקור,לא צמוד למדד המחירים לצרכן,,
ריק במקור,ריק במקור,"צמוד למט""ח",,
ריק במקור,ריק במקור,אחר,,
לא סחיר איגרות חוב,מאפיין עיקרי,לא צמוד למדד המחירים לצרכן,,
ריק במקור,ריק במקור,צמוד למדד המחירים לצרכן,,
ריק במקור,ריק במקור,"צמוד למט""ח",,
ריק במקור,ריק במקור,צמוד למדד אחר,,
ריק במקור,ריק במקור,"אג""ח להמרה לא צמוד למדד",,
ריק במקור,ריק במקור,"אג""ח להמרה לא צמוד למדד",,
ריק במקור,ריק במקור,"אג""ח להמרה צמוד למדד המחירים לצרכן",,
ריק במקור,ריק במקור,"אג""ח להמרה צמוד למט""ח",,
ריק במקור,ריק במקור,"אג""ח להמרה צמוד למדד אחר",,
ריק במקור,ריק במקור,"נש""ר",,
ריק במקור,ריק במקור,"אג""ח לא סחיר שנרכש בין 04/11/2008 ועד 31/03/2015 ונמדד לפי עלות מופחתת","אג""ח לא סחיר שנרכש בין 04/11/2008 ועד 31/03/2015 ונמדד לפי עלות מופחתת",נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,אחר,,
"לא סחיר מניות, מניות בכורה ויחידות השתתפות",מאפיין עיקרי,יחידות השתתפות אינשורטק,,
ריק במקור,ריק במקור,יחידות השתתפות פינטק,,
ריק במקור,ריק במקור,יחידות השתתפות תשתיות,,
ריק במקור,ריק במקור,יחידות השתתפות אחרות,,
ריק במקור,ריק במקור,מניות בכורה לא סחירות,,
ריק במקור,ריק במקור,מניות לא סחירות,,
ריק במקור,ריק במקור,"נש""ר",,
ריק במקור,ריק במקור,PIPE,Private Equity in Public Equity,
ריק במקור,ריק במקור,SPAC,Special Puropse Acquistion Company/Blank Check Company,
ריק במקור,ריק במקור,אחר,,
קרנות השקעה,מאפיין עיקרי,משאבים טבעיים,,
ריק במקור,ריק במקור,פרייבט אקוויטי,,
ריק במקור,ריק במקור,קרן אנרגיה ותשתיות,,
ריק במקור,ריק במקור,קרן גידור (Hedge Fund),,
ריק במקור,ריק במקור,קרן חוב,,
ריק במקור,ריק במקור,"קרן נדל""ן",,
ריק במקור,ריק במקור,קרן השקעה אחרת,,
ריק במקור,ריק במקור,סעיף מאזני,,נוסף במסגרת עדכון הרשימה
לא סחיר אופציות,מאפיין עיקרי,מניה,,
ריק במקור,ריק במקור,מדד,,
ריק במקור,ריק במקור,"מט""ח",,
ריק במקור,ריק במקור,קרן סל,,
ריק במקור,ריק במקור,סחורה,,
ריק במקור,ריק במקור,ריבית,,נוסף במסגרת עדכון הרשימה
הלוואות,מאפיין עיקרי,חברה מוחזקת,,
ריק במקור,ריק במקור,יחיד שאינו עמית/מבוטח,,
ריק במקור,ריק במקור,נושא משרה/עובד,,
ריק במקור,ריק במקור,סוכן,,
ריק במקור,ריק במקור,עמית/מבוטח,,
ריק במקור,ריק במקור,תאגיד,,
ריק במקור,ריק במקור,אחר,,
לא סחיר נגזרים אחרים,מאפיין עיקרי,Unfunded Swap,,נוסף במסגרת עדכון הרשימה - שם גיליון
ריק במקור,ריק במקור,Funded Swap,,
ריק במקור,ריק במקור,Unfunded Forward,,
ריק במקור,ריק במקור,Funded Forward,,
ריק במקור,ריק במקור,Unfunded Interest Rate Swap,,
ריק במקור,ריק במקור,Funded Interest Rate Swap,,
ריק במקור,ריק במקור,Unfunded Total Return/Equity Swap,,
ריק במקור,ריק במקור,Funded Total Return/Equity Swap,,
ריק במקור,ריק במקור,Repo,עסקאות REPO,נוסף במסגרת עדכון הרשימה
לא סחיר מוצרים מובנים,מאפיין עיקרי,קרן מובטחת,,
ריק במקור,ריק במקור,קרן לא מובטחת,,
ריק במקור,ריק במקור,שכבת חוב (Tranche) בדרוג AA- ומעלה,,
ריק במקור,ריק במקור,שכבת חוב (Tranche) בדרוג BBB- ומעלה,,
ריק במקור,ריק במקור,שכבת חוב (Tranche) בדרוג BB+ ומטה,,
ריק במקור,ריק במקור,שכבת הון (Equity Tranch),,
פיקדונות מעל 3 חודשים,מאפיין עיקרי,צמוד למדד המחירים לצרכן,,
ריק במקור,ריק במקור,לא צמוד למדד המחירים לצרכן,,
ריק במקור,ריק במקור,"נקוב במט""ח",,
ריק במקור,ריק במקור,"צמוד למט""ח",,
ריק במקור,ריק במקור,בטחונות לא שוטפים,בטחונות לתקופה של מעל 3 חודשים,
ריק במקור,ריק במקור,אחר,,
זכויות מקרקעין,מאפיין עיקרי,"נדל""ן מניב",,נוסף במסגרת עדכון הרשימה - שם גיליון
ריק במקור,ריק במקור,"נדל""ן לא מניב",,
נכסים אחרים,מאפיין עיקרי,התחייבות הממשלה בגין אי העלאת גיל הפרישה לנשים,,
ריק במקור,ריק במקור,סיוע ממשלתי,,
ריק במקור,ריק במקור,דיבידנד לקבל,,
ריק במקור,ריק במקור,"הכנסות עו""ש לקבל",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,הפרשה למס,,
ריק במקור,ריק במקור,התחייבות Forward,,
ריק במקור,ריק במקור,"זכאים בגין נדל""ן",,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,חוב בפיגור,,
ריק במקור,ריק במקור,חייבים בגין מקדמות,,
ריק במקור,ריק במקור,חייבים בגין עסקה עתידית ,,
ריק במקור,ריק במקור,חייבים בגין תקבולים ,,
ריק במקור,ריק במקור,חייבים בנאמנות ,,
ריק במקור,ריק במקור,חייבים והכנסות שכר דירה לקבל,,
ריק במקור,ריק במקור,חייבים הלוואות,,
ריק במקור,ריק במקור,חייבים העברות,,
ריק במקור,ריק במקור,חייבים וזכאים,,
ריק במקור,ריק במקור,חייבים וזכאים בגין שיקוף,,
ריק במקור,ריק במקור,חייבים וזכאים מס,,
ריק במקור,ריק במקור,חייבים וזכאים עמיתים,,
ריק במקור,ריק במקור,"חייבים זכאים במט""ח",,
ריק במקור,ריק במקור,"חייבים זכאים בש""ח",,
ריק במקור,ריק במקור,חייבים/זכאים עמלת up front,,
ריק במקור,ריק במקור,חלוקה בפועל מקרן השקעה,,
ריק במקור,ריק במקור,יצירות אומנות,,
ריק במקור,ריק במקור,מס במקור,,
ריק במקור,ריק במקור,מעבר הפרשים,,
ריק במקור,ריק במקור,מעבר מיזוגים,,
ריק במקור,ריק במקור,מעבר נכסים,,
ריק במקור,ריק במקור,מעבר פקדונות,,
ריק במקור,ריק במקור,מקדמות מס,,
ריק במקור,ריק במקור,עודפים,,
ריק במקור,ריק במקור,פיגורים,,נוסף במסגרת עדכון הרשימה
ריק במקור,ריק במקור,קיקר,,
ריק במקור,ריק במקור,אחר,,
השקעה בחברות מוחזקות,מאפיין עיקרי,חברת בת,,נוסף במסגרת עדכון הרשימה - שם גיליון
ריק במקור,ריק במקור,חברה כלולה,,
ריק במקור,ריק במקור,אחר,,
יתרות התחייבות להשקעה,מאפיין עיקרי,התחייבות להשקעה,,
ריק במקור,ריק במקור,התחייבות להשקעה - צמיתה,כאשר מועד המחויבות להשקעה הוא ללא תאריך ספציפי.,
ריק במקור,ריק במקור,התחייבות להשקעה - קרן בפירוק,כאשר המחויבות להשקעה מסתיימת במועד פירוק הקרן.,
ריק במקור,ריק במקור,התחייבות להשקעה - קרן בהנזלה,כאשר הקרן נמצאת בשלבי הנזלה (liquidation).,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ח.פ.,,
ריק במקור,ריק במקור,מספר מנפיק,,
ריק במקור,ריק במקור,מספר שותפות,,
ריק במקור,ריק במקור,LEI,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ח.פ.,,
ריק במקור,ריק במקור,מספר מנפיק,,
ריק במקור,ריק במקור,מספר שותפות,,
ריק במקור,ריק במקור,LEI,,
ריק במקור,ריק במקור,"מספר תאגיד או שותפות בחו""ל",,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ח.פ.,,
ריק במקור,ריק במקור,מספר מנפיק,,
ריק במקור,ריק במקור,LEI,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,חברת ציטוט,,
ריק במקור,ריק במקור,אחר,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,אנרגיה,,
ריק במקור,ריק במקור,"אשראי בגין נדל""ן יזמי",,
ריק במקור,ריק במקור,אשראי קמעונאי,,
ריק במקור,ריק במקור,מדד המחירים לצרכן,,
ריק במקור,ריק במקור,מדדי סחורות,,
ריק במקור,ריק במקור,"מט""ח",,
ריק במקור,ריק במקור,מניות לרבות מדדי מניות,,
ריק במקור,ריק במקור,משכנתאות או תיקי משכנתאות,,
ריק במקור,ריק במקור,מתכות,,
ריק במקור,ריק במקור,"ריבית ואג""ח",,
ריק במקור,ריק במקור,תשתיות,,
ריק במקור,ריק במקור,אחר,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,גורם תלוי/פנימי,,
ריק במקור,ריק במקור,דיווח מנהל הקרן,,
ריק במקור,ריק במקור,מומחה בלתי תלוי,,
ריק במקור,ריק במקור,אחר,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ISIN,,
ריק במקור,ריק במקור,OCC,,
ריק במקור,ריק במקור,פנימי,,
ריק במקור,ריק במקור,אחר,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,סחיר,,
ריק במקור,ריק במקור,מושעה,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,סחיר,,
ריק במקור,ריק במקור,חסום,,
ריק במקור,ריק במקור,השעיה,,
ריק במקור,ריק במקור,בהשאלה,,
ריק במקור,ריק במקור,בשלבי רישום למסחר,,
ריק במקור,ריק במקור,אחר,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,ריק במקור,,
ריק במקור,ריק במקור,"אג""ח מובנות",,
ריק במקור,ריק במקור,אופנה והלבשה,,
ריק במקור,ריק במקור,אלקטרוניקה ואופטיקה,,
ריק במקור,ריק במקור,אנרגיה,,
ריק במקור,ריק במקור,אנרגיה מתחדשת,,
ריק במקור,ריק במקור,אשראי חוץ בנקאי,,
ריק במקור,ריק במקור,ביוטכנולוגיה,,
ריק במקור,ריק במקור,ביטוח,,
ריק במקור,ריק במקור,ביטחוניות,,
ריק במקור,ריק במקור,בנייה,,
ריק במקור,ריק במקור,בנקים,,
ריק במקור,ריק במקור,השקעות בהיי-טק,,
ריק במקור,ריק במקור,השקעות במדעי החיים,,
ריק במקור,ריק במקור,השקעה ואחזקות,,
ריק במקור,ריק במקור,חברות ללא פעילות ומעטפת,,
ריק במקור,ריק במקור,חיפושי נפט וגז,,
ריק במקור,ריק במקור,חשמל,,
ריק במקור,ריק במקור,"כימיה, גומי ופלסטיק",,
ריק במקור,ריק במקור,מוליכים למחצה,,
ריק במקור,ריק במקור,מזון,,
ריק במקור,ריק במקור,מכשור רפואי,,
ריק במקור,ריק במקור,מלונאות ותיירות,,
ריק במקור,ריק במקור,מסחר,,
ריק במקור,ריק במקור,מתכת ומוצרי בניה,,
ריק במקור,ריק במקור,"נדל""ן מניב בישראל",,
ריק במקור,ריק במקור,"נדל""ן מניב בחו""ל",,
ריק במקור,ריק במקור,"עץ, נייר ודפוס",,
ריק במקור,ריק במקור,פארמה,,
ריק במקור,ריק במקור,פודטק,,
ריק במקור,ריק במקור,ציוד תקשורת,,
ריק במקור,ריק במקור,קנאביס,,
ריק במקור,ריק במקור,קלינטק,,
ריק במקור,ריק במקור,קרנות היי טק,,
ריק במקור,ריק במקור,קרנות סל,,
ריק במקור,ריק במקור,רובוטיקה ותלת מימד,,
ריק במקור,ריק במקור,רשתות שיווק,,
ריק במקור,ריק במקור,שירותי מידע,,
ריק במקור,ריק במקור,שירותים,,
